318	AC006129.1
319	AC006129.2
320	AC006129.3
321	AC006130.4
322	AC006160.5
323	AC006195.2
324	AC006273.4
325	AC006277.2
326	AC006277.3
327	AC006369.2
328	AC006372.4
329	AC006372.5
330	AC006445.6
331	AC006445.7
332	AC006460.2
333	AC006461.2
334	AC006482.1
335	AC006483.5
336	AC006486.10
337	AC006509.7
338	AC006538.1
339	AC006538.8
340	AC006539.2
341	AC006539.3
342	AC006547.13
343	AC006547.15
344	AC006547.8
345	AC006548.28
346	AC006942.4
347	AC006946.16
348	AC006960.5
349	AC006978.6
350	AC006994.2
351	AC007000.10
352	AC007016.3
353	AC007036.4
354	AC007036.6
355	AC007038.7
356	AC007040.11
357	AC007040.8
358	AC007041.2
359	AC007050.17
360	AC007126.1
361	AC007163.6
362	AC007182.6
363	AC007191.4
364	AC007192.4
365	AC007192.6
366	AC007228.11
367	AC007228.5
368	AC007228.9
369	AC007229.3
370	AC007238.1
371	AC007246.3
372	AC007249.3
373	AC007256.5
374	AC007278.2
375	AC007278.3
376	AC007279.2
377	AC007283.4
378	AC007285.6
379	AC007285.7
380	AC007292.3
381	AC007292.4
382	AC007292.6
383	AC007308.7
384	AC007318.5
385	AC007319.1
386	AC007349.5
387	AC007349.7
388	AC007362.3
389	AC007365.3
390	AC007365.4
391	AC007381.3
392	AC007383.3
393	AC007383.4
394	AC007383.6
395	AC007386.2
396	AC007386.3
397	AC007386.4
398	AC007387.2
399	AC007389.2
400	AC007405.6
401	AC007563.4
402	AC007566.10
403	AC007620.3
404	AC007679.1
405	AC007773.2
406	AC007790.4
407	AC007792.1
408	AC007879.2
409	AC007879.3
410	AC007879.5
411	AC007881.4
412	AC007899.3
413	AC007950.2
414	AC007952.5
415	AC007969.4
416	AC007969.5
417	AC008065.1
418	AC008067.2
419	AC008073.9
420	AC008079.10
421	AC008088.4
422	AC008155.1
423	AC008264.4
424	AC008269.2
425	AC008277.1
426	AC008280.1
427	AC008280.3
428	AC008427.2
429	AC008440.5
430	AC008592.3
431	AC008592.5
432	AC008592.8
433	AC008697.1
434	AC008746.10
435	AC008746.12
436	AC008746.3
437	AC008753.3
438	AC008753.4
439	AC008753.6
440	AC008781.7
441	AC008850.3
442	AC008937.2
443	AC008982.2
444	AC008984.2
445	AC008984.6
446	AC008985.1
447	AC009005.2
448	AC009120.10
449	AC009120.11
450	AC009120.3
451	AC009120.4
452	AC009120.6
453	AC009120.8
454	AC009133.12
455	AC009133.15
456	AC009133.17
457	AC009133.21
458	AC009228.1
459	AC009237.8
460	AC009245.3
461	AC009263.2
462	AC009276.4
463	AC009299.2
464	AC009302.2
465	AC009303.1
466	AC009303.2
467	AC009303.3
468	AC009312.1
469	AC009313.1
470	AC009313.2
471	AC009362.2
472	AC009403.2
473	AC009404.2
474	AC009413.2
475	AC009414.1
476	AC009473.1
477	AC009474.2
478	AC009480.3
479	AC009487.6
480	AC009494.3
481	AC009495.2
482	AC009495.3
483	AC009495.4
484	AC009501.4
485	AC009505.2
486	AC009505.4
487	AC009506.1
488	AC009517.2
489	AC009542.2
490	AC009784.3
491	AC009948.5
492	AC009948.7
493	AC009950.2
494	AC009961.2
495	AC009961.3
496	AC009961.5
497	AC009963.5
498	AC010082.2
499	AC010086.1
500	AC010091.1
501	AC010095.6
502	AC010148.1
503	AC010149.4
504	AC010150.1
505	AC010226.4
506	AC010240.2
507	AC010240.3
508	AC010468.1
509	AC010492.2
510	AC010504.2
511	AC010518.2
512	AC010524.2
513	AC010524.4
514	AC010525.4
515	AC010642.1
516	AC010677.5
517	AC010733.5
518	AC010746.3
519	AC010761.10
520	AC010761.13
521	AC010761.14
522	AC010761.6
523	AC010761.8
524	AC010883.5
525	AC010884.1
526	AC010886.2
527	AC010890.1
528	AC010894.3
529	AC010894.4
530	AC010894.5
531	AC010976.2
532	AC010980.2
533	AC011247.3
534	AC011288.2
535	AC011330.13
536	AC011380.8
537	AC011513.4
538	AC011515.2
539	AC011551.3
540	AC011558.5
541	AC011742.3
542	AC011753.5
543	AC011816.1
544	AC011893.3
545	AC011899.9
546	AC011933.2
547	AC011997.1
548	AC011998.4
549	AC012065.5
550	AC012066.1
551	AC012074.2
552	AC012123.1
553	AC012146.7
554	AC012307.2
555	AC012314.19
556	AC012314.20
557	AC012314.8
558	AC012354.8
559	AC012358.4
560	AC012358.8
561	AC012360.4
562	AC012360.6
563	AC012363.4
564	AC012368.1
565	AC012370.2
566	AC012442.6
567	AC012454.4
568	AC012499.1
569	AC012506.4
570	AC012594.1
571	AC012668.1
572	AC012671.2
573	AC013262.1
574	AC013264.2
575	AC013267.1
576	AC013271.3
577	AC013399.3
578	AC013404.1
579	AC013429.4
580	AC013429.5
581	AC013463.2
582	AC013470.6
583	AC013474.4
584	AC015691.13
585	AC015849.13
586	AC015849.14
587	AC015849.19
588	AC015849.2
589	AC015969.3
590	AC015971.2
591	AC015977.5
592	AC015987.1
593	AC016292.1
594	AC016292.3
595	AC016683.5
596	AC016691.2
597	AC016700.2
598	AC016700.4
599	AC016700.6
600	AC016712.1
601	AC016712.2
602	AC016716.1
603	AC016722.4
604	AC016723.4
605	AC016734.2
606	AC016735.1
607	AC016735.3
608	AC016738.3
609	AC016738.4
610	AC016739.2
611	AC016747.3
612	AC016757.3
613	AC016831.3
614	AC016831.6
615	AC016894.1
616	AC016907.3
617	AC016910.1
618	AC017002.1
619	AC017002.2
620	AC017035.2
621	AC017074.2
622	AC017079.4
623	AC017083.2
624	AC017104.2
625	AC017104.4
626	AC017104.6
627	AC018462.2
628	AC018463.4
629	AC018463.5
630	AC018634.9
631	AC018643.4
632	AC018738.2
633	AC018755.16
634	AC018755.17
635	AC018766.6
636	AC018804.6
637	AC018816.3
638	AC018890.6
639	AC019048.1
640	AC019050.1
641	AC019084.7
642	AC019097.7
643	AC019109.1
644	AC019129.1
645	AC019181.3
646	AC019186.1
647	AC020550.7
648	AC020571.3
649	AC020594.5
650	AC020743.2
651	AC020951.1
652	AC020983.5
653	AC021016.7
654	AC021188.4
655	AC021224.1
656	AC022007.5
657	AC022153.1
658	AC022154.7
659	AC022182.1
660	AC022182.2
661	AC022182.3
662	AC022201.5
663	AC022210.2
664	AC022431.3
665	AC022816.2
666	AC022819.3
667	AC023137.2
668	AC023449.2
669	AC023481.1
670	AC023590.1
671	AC024028.1
672	AC024082.4
673	AC024084.1
674	AC024560.2
675	AC024560.3
676	AC024592.9
677	AC024704.2
678	AC024937.2
679	AC024937.4
680	AC025171.1
681	AC025335.1
682	AC025442.3
683	AC025750.5
684	AC025750.7
685	AC026150.6
686	AC026188.1
687	AC026202.3
688	AC026271.5
689	AC026471.6
690	AC026954.6
691	AC027601.1
692	AC027612.6
693	AC034220.3
694	AC046143.3
695	AC051649.12
696	AC053503.4
697	AC058791.1
698	AC061992.2
699	AC062017.1
700	AC062028.1
701	AC062029.1
702	AC064834.1
703	AC064852.4
704	AC064875.2
705	AC066692.3
706	AC067945.3
707	AC067945.4
708	AC067959.1
709	AC068137.13
710	AC068196.1
711	AC068282.3
712	AC068499.10
713	AC068522.4
714	AC068580.5
715	AC068580.6
716	AC068657.2
717	AC068831.10
718	AC068831.15
719	AC068831.16
720	AC068831.6
721	AC069154.4
722	AC069213.4
723	AC069257.6
724	AC069277.2
725	AC069282.6
726	AC069363.1
727	AC069368.3
728	AC069513.4
729	AC072052.7
730	AC072062.1
731	AC072062.3
732	AC073043.1
733	AC073046.25
734	AC073052.1
735	AC073063.10
736	AC073065.3
737	AC073072.5
738	AC073072.7
739	AC073109.2
740	AC073115.7
741	AC073254.1
742	AC073283.4
743	AC073283.7
744	AC073316.1
745	AC073325.2
746	AC073326.3
747	AC073333.8
748	AC073343.13
749	AC073410.1
750	AC073415.2
751	AC073465.3
752	AC073641.2
753	AC073900.4
754	AC073934.6
755	AC074019.2
756	AC074117.10
757	AC074117.13
758	AC074121.4
759	AC074141.3
760	AC074212.5
761	AC074212.6
762	AC074286.1
763	AC074289.1
764	AC074366.3
765	AC074367.1
766	AC074375.1
767	AC074391.1
768	AC078852.2
769	AC078883.3
770	AC078883.4
771	AC078899.1
772	AC078899.3
773	AC079145.4
774	AC079150.2
775	AC079199.2
776	AC079250.1
777	AC079305.10
778	AC079354.5
779	AC079354.6
780	AC079584.3
781	AC079610.1
782	AC079610.2
783	AC079630.4
784	AC079741.2
785	AC079742.4
786	AC079776.4
787	AC079779.4
788	AC079780.3
789	AC079781.5
790	AC079781.8
791	AC079807.1
792	AC079807.2
793	AC079807.4
794	AC079834.1
795	AC079922.2
796	AC079922.3
797	AC080125.1
798	AC083843.1
799	AC083843.2
800	AC083855.5
801	AC083862.6
802	AC083863.5
803	AC083873.4
804	AC083875.2
805	AC083884.8
806	AC083899.1
807	AC083899.3
808	AC083900.1
809	AC083949.1
810	AC084082.3
811	AC084117.3
812	AC084219.4
813	AC084290.2
814	AC084809.2
815	AC084809.3
816	AC087163.2
817	AC087294.2
818	AC087491.2
819	AC087499.5
820	AC087499.7
821	AC087650.1
822	AC090286.2
823	AC090453.1
824	AC090587.4
825	AC090587.5
826	AC090602.2
827	AC090616.2
828	AC090804.1
829	AC091132.1
830	AC091133.1
831	AC091153.4
832	AC091492.2
833	AC091493.2
834	AC091633.2
835	AC091633.3
836	AC091654.7
837	AC091729.9
838	AC091814.2
839	AC091878.1
840	AC092066.1
841	AC092066.6
842	AC092071.1
843	AC092106.1
844	AC092106.2
845	AC092155.1
846	AC092159.2
847	AC092168.2
848	AC092295.4
849	AC092301.3
850	AC092316.1
851	AC092535.3
852	AC092580.1
853	AC092580.3
854	AC092610.12
855	AC092614.2
856	AC092620.2
857	AC092620.3
858	AC092638.2
859	AC092641.2
860	AC092652.1
861	AC092667.2
862	AC092755.4
863	AC092798.2
864	AC092835.2
865	AC092839.3
866	AC092933.4
867	AC093063.2
868	AC093084.1
869	AC093106.4
870	AC093106.6
871	AC093107.7
872	AC093110.3
873	AC093142.2
874	AC093323.3
875	AC093382.1
876	AC093388.3
877	AC093484.4
878	AC093495.4
879	AC093585.6
880	AC093609.1
881	AC093616.4
882	AC093627.10
883	AC093627.9
884	AC093642.1
885	AC093642.4
886	AC093673.5
887	AC093698.1
888	AC093716.1
889	AC093724.2
890	AC093802.1
891	AC093818.1
892	AC093838.4
893	AC093901.1
894	AC094019.4
895	AC096558.1
896	AC096574.4
897	AC096574.5
898	AC096649.1
899	AC096649.2
900	AC096664.1
901	AC096775.2
902	AC097359.2
903	AC097381.1
904	AC097382.5
905	AC097523.1
906	AC097523.3
907	AC097662.2
908	AC097713.5
909	AC097721.1
910	AC097721.2
911	AC097724.3
912	AC098592.6
913	AC098614.1
914	AC098614.2
915	AC098795.1
916	AC098820.3
917	AC098820.4
918	AC098828.3
919	AC099342.1
920	AC099535.4
921	AC099552.2
922	AC099850.1
923	AC100830.3
924	AC100830.4
925	AC100830.5
926	AC102953.6
927	AC103563.8
928	AC104024.1
929	AC104076.2
930	AC104113.3
931	AC104134.2
932	AC104297.1
933	AC104306.1
934	AC104389.32
935	AC104451.2
936	AC104532.2
937	AC104532.4
938	AC104634.3
939	AC104651.2
940	AC104653.1
941	AC104667.3
942	AC104699.1
943	AC104809.2
944	AC104809.4
945	AC104843.3
946	AC104843.4
947	AC104978.1
948	AC105342.1
949	AC105399.2
950	AC105402.2
951	AC105402.3
952	AC105402.4
953	AC105760.2
954	AC105760.3
955	AC106053.1
956	AC106801.1
957	AC106873.4
958	AC106883.1
959	AC106900.6
960	AC107081.5
961	AC107218.3
962	AC107983.4
963	AC108004.3
964	AC108025.2
965	AC108059.2
966	AC108448.2
967	AC108463.2
968	AC108488.4
969	AC108868.3
970	AC108868.5
971	AC109333.10
972	AC109638.1
973	AC109826.1
974	AC110299.5
975	AC111155.1
976	AC111200.2
977	AC112497.1
978	AC112715.2
979	AC112721.1
980	AC112721.2
981	AC113189.5
982	AC113404.1
983	AC114271.2
984	AC114730.11
985	AC114730.3
986	AC114730.5
987	AC114730.7
988	AC114730.8
989	AC114752.3
990	AC114755.3
991	AC114755.7
992	AC114763.1
993	AC115522.3
994	AC115617.2
995	AC116366.5
996	AC116366.6
997	AC116366.7
998	AC116609.1
999	AC116609.2
1000	AC116614.1
1001	AC121251.1
1002	AC123023.1
1003	AC124057.5
1004	AC124944.3
1005	AC125232.1
1006	AC127904.2
1007	AC128709.3
1008	AC129492.6
1009	AC130469.1
1010	AC130469.2
1011	AC130689.5
1012	AC131056.3
1013	AC133141.1
1014	AC133965.1
1015	AC135050.5
1016	AC136289.1
1017	AC137932.4
1018	AC137932.5
1019	AC137932.6
1020	AC138035.2
1021	AC138517.6
1022	AC138969.4
1023	AC139085.2
1024	AC139099.4
1025	AC139100.4
1026	AC139887.4
1027	AC140076.1
1028	AC141586.5
1029	AC142472.6
1030	AC142528.1
1031	AC144449.1
1032	AC144450.2
1033	AC144530.1
1034	AC144652.1
1035	AC144831.1
1036	AC144831.3
1037	AC145124.2
1038	AC147651.4
1039	AC156455.1
1040	AC159540.14
1041	AC195454.1
1042	AC226118.1
1043	ACAA1
1044	ACAA2
1045	ACACA
1046	ACACB
1047	ACAD10
1048	ACAD11
1049	ACAD8
1050	ACAD9
1051	ACADM
1052	ACADS
1053	ACADSB
1054	ACADVL
1055	ACAP1
1056	ACAP2
1057	ACAP2-IT1
1058	ACAP3
1059	ACAT1
1060	ACAT2
1061	ACBD3
1062	ACBD3-AS1
1063	ACBD4
1064	ACBD5
1065	ACBD6
1066	ACBD7
1067	ACCS
1068	ACD
1069	ACE
1070	ACE2
1071	ACER1
1072	ACER2
1073	ACER3
1074	ACHE
1075	ACIN1
1076	ACKR2
1077	ACKR3
1078	ACKR4
1079	ACLY
1080	ACO1
1081	ACO2
1082	ACOT1
1083	ACOT11
1084	ACOT12
1085	ACOT13
1086	ACOT2
1087	ACOT4
1088	ACOT7
1089	ACOT8
1090	ACOT9
1091	ACOX1
1092	ACOX2
1093	ACOX3
1094	ACOXL
1095	ACP1
1096	ACP2
1097	ACP5
1098	ACP6
1099	ACP7
1100	ACPP
1101	ACRBP
1102	ACRV1
1103	ACSBG1
1104	ACSF2
1105	ACSF3
1106	ACSL1
1107	ACSL3
1108	ACSL4
1109	ACSL5
1110	ACSL6
1111	ACSM1
1112	ACSM2A
1113	ACSM2B
1114	ACSM3
1115	ACSS1
1116	ACSS2
1117	ACSS3
1118	ACTA2
1119	ACTA2-AS1
1120	ACTB
1121	ACTBP1
1122	ACTBP11
1123	ACTBP12
1124	ACTBP2
1125	ACTBP7
1126	ACTC1
1127	ACTG1
1128	ACTG1P1
1129	ACTG1P10
1130	ACTG1P14
1131	ACTG1P17
1132	ACTG1P20
1133	ACTG1P22
1134	ACTG1P9
1135	ACTG2
1136	ACTL10
1137	ACTL6A
1138	ACTN1
1139	ACTN1-AS1
1140	ACTN4
1141	ACTR10
1142	ACTR1A
1143	ACTR1B
1144	ACTR2
1145	ACTR3
1146	ACTR3B
1147	ACTR3C
1148	ACTR3P2
1149	ACTR5
1150	ACTR6
1151	ACTR8
1152	ACTRT3
1153	ACVR1
1154	ACVR1B
1155	ACVR1C
1156	ACVR2A
1157	ACVR2B
1158	ACVR2B-AS1
1159	ACVRL1
1160	ACY1
1161	ACY3
1162	ACYP1
1163	ACYP2
1164	AD000684.2
1165	AD000864.6
1166	AD001527.7
1167	ADA
1168	ADAD2
1169	ADAL
1170	ADAM10
1171	ADAM11
1172	ADAM12
1173	ADAM15
1174	ADAM17
1175	ADAM19
1176	ADAM1B
1177	ADAM20
1178	ADAM20P1
1179	ADAM22
1180	ADAM23
1181	ADAM28
1182	ADAM29
1183	ADAM32
1184	ADAM8
1185	ADAM9
1186	ADAMDEC1
1187	ADAMTS1
1188	ADAMTS10
1189	ADAMTS13
1190	ADAMTS16
1191	ADAMTS17
1192	ADAMTS4
1193	ADAMTS5
1194	ADAMTS6
1195	ADAMTS7
1196	ADAMTS7P1
1197	ADAMTS7P4
1198	ADAMTS8
1199	ADAMTSL2
1200	ADAMTSL4
1201	ADAMTSL4-AS1
1202	ADAMTSL5
1203	ADAP1
1204	ADAP2
1205	ADAR
1206	ADARB1
1207	ADARB2
1208	ADAT1
1209	ADAT2
1210	ADAT3
1211	ADCK1
1212	ADCK2
1213	ADCK5
1214	ADCY1
1215	ADCY10
1216	ADCY10P1
1217	ADCY2
1218	ADCY3
1219	ADCY4
1220	ADCY5
1221	ADCY6
1222	ADCY7
1223	ADCY9
1224	ADD1
1225	ADD2
1226	ADD3
1227	ADD3-AS1
1228	ADGB
1229	ADGRA2
1230	ADGRA3
1231	ADGRB1
1232	ADGRB2
1233	ADGRB3
1234	ADGRD1
1235	ADGRD2
1236	ADGRE1
1237	ADGRE2
1238	ADGRE3
1239	ADGRE4P
1240	ADGRE5
1241	ADGRF1
1242	ADGRF3
1243	ADGRG1
1244	ADGRG2
1245	ADGRG3
1246	ADGRG5
1247	ADGRG6
1248	ADGRL1
1249	ADGRV1
1250	ADH1B
1251	ADH5
1252	ADH5P3
1253	ADH5P4
1254	ADH6
1255	ADHFE1
1256	ADI1
1257	ADIPOQ-AS1
1258	ADIPOR1
1259	ADIPOR1P1
1260	ADIPOR2
1261	ADIRF
1262	ADIRF-AS1
1263	ADK
1264	ADM
1265	ADM2
1266	ADM5
1267	ADNP
1268	ADNP-AS1
1269	ADNP2
1270	ADO
1271	ADORA1
1272	ADORA2A
1273	ADORA2A-AS1
1274	ADORA2B
1275	ADORA3
1276	ADPGK
1277	ADPGK-AS1
1278	ADPRH
1279	ADPRHL1
1280	ADPRHL2
1281	ADPRM
1282	ADRA2A
1283	ADRB1
1284	ADRB2
1285	ADRM1
1286	ADSL
1287	ADSS
1288	ADSSL1
1289	ADTRP
1290	AE000658.31
1291	AE000661.37
1292	AE000662.92
1293	AE000662.93
1294	AEBP1
1295	AEBP2
1296	AEN
1297	AES
1298	AF001548.5
1299	AF001550.9
1300	AF011889.2
1301	AF011889.5
1302	AF038458.5
1303	AF064858.6
1304	AF064858.8
1305	AF067845.2
1306	AF124730.4
1307	AF127577.10
1308	AF127577.13
1309	AF127577.8
1310	AF127936.7
1311	AF127936.9
1312	AF129075.5
1313	AF129408.17
1314	AF131215.2
1315	AF131215.3
1316	AF131215.4
1317	AF131215.9
1318	AF131216.6
1319	AF131216.7
1320	AF131217.1
1321	AF146191.4
1322	AF165138.7
1323	AF196970.3
1324	AF196972.4
1325	AF196972.9
1326	AF213884.2
1327	AF240627.2
1328	AFAP1
1329	AFAP1L1
1330	AFAP1L2
1331	AFDN
1332	AFDN-AS1
1333	AFF1
1334	AFF2
1335	AFF3
1336	AFF4
1337	AFG3L1P
1338	AFG3L2
1339	AFMID
1340	AFTPH
1341	AGA
1342	AGAP1
1343	AGAP10P
1344	AGAP12P
1345	AGAP14
1346	AGAP2
1347	AGAP2-AS1
1348	AGAP3
1349	AGAP4
1350	AGAP6
1351	AGAP7P
1352	AGAP9
1353	AGBL2
1354	AGBL3
1355	AGBL4
1356	AGBL5
1357	AGBL5-AS1
1358	AGBL5-IT1
1359	AGER
1360	AGFG1
1361	AGFG2
1362	AGGF1
1363	AGGF1P1
1364	AGGF1P10
1365	AGGF1P2
1366	AGK
1367	AGL
1368	AGMAT
1369	AGO1
1370	AGO2
1371	AGO3
1372	AGO4
1373	AGPAT1
1374	AGPAT2
1375	AGPAT3
1376	AGPAT4
1377	AGPAT4-IT1
1378	AGPAT5
1379	AGPS
1380	AGR2
1381	AGRN
1382	AGRP
1383	AGTPBP1
1384	AGTRAP
1385	AHCTF1
1386	AHCY
1387	AHCYL1
1388	AHCYL2
1389	AHDC1
1390	AHI1
1391	AHNAK
1392	AHNAK2
1393	AHR
1394	AHRR
1395	AHSA1
1396	AHSA2
1397	AHSG
1398	AICDA
1399	AIDA
1400	AIF1
1401	AIFM1
1402	AIFM2
1403	AIFM3
1404	AIG1
1405	AIM1
1406	AIM1L
1407	AIM2
1408	AIMP1
1409	AIMP1P1
1410	AIMP2
1411	AIP
1412	AIRE
1413	AIRN
1414	AJ003147.11
1415	AJ003147.8
1416	AJ006998.2
1417	AJ011932.1
1418	AJ239322.1
1419	AJAP1
1420	AJUBA
1421	AK1
1422	AK2
1423	AK3
1424	AK3P2
1425	AK3P3
1426	AK4
1427	AK5
1428	AK6
1429	AK7
1430	AK8
1431	AK9
1432	AKAP1
1433	AKAP10
1434	AKAP11
1435	AKAP12
1436	AKAP13
1437	AKAP14
1438	AKAP2
1439	AKAP3
1440	AKAP5
1441	AKAP6
1442	AKAP7
1443	AKAP8
1444	AKAP8L
1445	AKAP9
1446	AKIP1
1447	AKIRIN1
1448	AKIRIN2
1449	AKNA
1450	AKR1A1
1451	AKR1B1
1452	AKR1B15
1453	AKR1B1P1
1454	AKR1B1P2
1455	AKR1C1
1456	AKR1C2
1457	AKR1C3
1458	AKR1C4
1459	AKR1C6P
1460	AKR1C7P
1461	AKR1C8P
1462	AKR1D1
1463	AKR1D1P1
1464	AKR1E2
1465	AKR7A2
1466	AKR7A2P1
1467	AKR7A3
1468	AKR7L
1469	AKT1
1470	AKT1S1
1471	AKT2
1472	AKT3
1473	AKT3-IT1
1474	AKTIP
1475	AL022237.3
1476	AL022341.3
1477	AL022393.9
1478	AL022476.2
1479	AL049758.2
1480	AL109761.5
1481	AL109767.1
1482	AL117190.1
1483	AL121657.4
1484	AL122127.25
1485	AL133243.1
1486	AL133243.2
1487	AL133243.3
1488	AL133243.4
1489	AL133244.1
1490	AL133245.2
1491	AL136419.6
1492	AL157902.3
1493	AL162151.3
1494	AL162151.4
1495	AL163953.3
1496	AL353662.1
1497	AL355480.2
1498	AL355480.3
1499	AL355480.4
1500	AL450992.2
1501	AL513523.2
1502	AL590762.11
1503	AL590762.6
1504	AL590763.5
1505	AL591893.1
1506	AL672296.1
1507	AL928654.7
1508	AL928768.3
1509	ALAD
1510	ALAS1
1511	ALAS2
1512	ALCAM
1513	ALDH16A1
1514	ALDH18A1
1515	ALDH1A1
1516	ALDH1A2
1517	ALDH1B1
1518	ALDH1L1
1519	ALDH1L1-AS1
1520	ALDH1L2
1521	ALDH2
1522	ALDH3A2
1523	ALDH3B1
1524	ALDH4A1
1525	ALDH5A1
1526	ALDH6A1
1527	ALDH7A1
1528	ALDH7A1P1
1529	ALDH8A1
