gene.name,F10,F11,F12,U13,F14A,U14A,F14B,F14B_r2,F14C,F14C_r2,F14D,U14D,M10,M11,M12,M13,M14A,M14A_r2,M14B,M14B_r2,M14C,M14C_r2,M14D,M14D_r2
FBgn0030614,0,0,0.22650852980868,0,0,0.367371065648529,0.150559676575381,1.14404636961671,0.53605290024021,0.6959938131099,0.925999418556223,0,0,0,0,0.124328135002202,0.263034405833794,0,0.150559676575381,1.0703893278914,0.815575428862573,0.871843648509318,1.11769504266975,
FBgn0030615,0,0,0,0,0,0,0.0976107966264223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FBgn0030616,10.8108848808353,10.3782298193577,10.8524982987899,10.8807237835964,11.0872904501097,11.2893561151447,10.6673599552574,11.0724140128172,10.7516779456876,10.897021039368,10.8306894923903,10.2893964640432,10.7872332809079,10.5880024804704,10.5748583912928,11.0525748431377,10.9325543433787,11.3070584683543,10.7551129056544,11.0589590596916,10.8359319671284,11.2358347410583,11.2836903152407,0
FBgn0030617,0.137503523749935,0,0,0.0143552929770701,0,0.0426443374084937,0.263034405833794,0.070389327891398,0.0840642647884746,0.176322772640463,0.124328135002202,0.124328135002202,0.0565835283663675,0,0.0840642647884746,0,0.0143552929770701,0,0.0143552929770701,0.070389327891398,0.0840642647884746,0.0426443374084937,,
FBgn0030624,0,0,0.189033824390017,0,0,0.310340120612151,0,0,0,0,0,0,0,0,0,0,0,0,0.0565835283663675,0,0,0,,
FBgn0030625,3.87676249078156,4.81198471935167,4.09592441999854,3.8923910259134,2.79493566280354,2.02856915219677,3.35191096110308,3.27500704749987,4.17871464117544,3.98823022306046,3.79493566280354,4.62293035092018,3.89336221076387,4.24412594328373,4.21723071622067,3.32768736417605,3.23878685958712,2.53106949272595,3.62527048937469,3.31903981556254,3.55581615506164,3.0036022366802,3.23725777090037,0
FBgn0030628,4.68818035858693,4.46532151358055,4.63865311646611,4.67299099382775,4.44890095114513,4.65992455840238,4.72683121703249,4.35543919724869,4.62293035092018,4.22496636500027,4.37989816352469,4.50207595604579,4.76181714250714,4.67016051412663,4.54966917072649,4.67807190511264,4.78659636189081,4.38956681176273,4.76924279514054,4.10768786931437,4.47961860846942,4.19455988602261,3.90785207184596,4.50080205305716
FBgn0030629,4.16912328147676,3.90785207184596,3.90496571868403,4.09508049190142,3.97727992349992,4.1333991254172,4.22881869049588,4.40871186102943,4.6564963705535,4.34340782229781,4.06263982828646,3.89917563048051,3.790772037862,3.90110824301451,4.04526821513853,4.16671544496642,4.20711196120771,3.93545974780529,4.34766565630097,4.19219416528335,4.33699741660501,3.92314918047231,3.9126498648972,
FBgn0030630,4.98322165074267,5.10559427579519,5.31324585178756,5.24298351610969,5.32984117653063,5.30487605004489,5.5512083739461,5.82043428407604,5.61823865559545,5.71424551766612,5.33413917883824,5.29792505250381,4.83339613416323,5.25927248703759,5.32804655627074,5.35155766245043,5.42928119333566,5.30597052098439,5.43229133824778,5.73498052343589,5.63401235640212,5.43995551747816,5.40019634202658,4.72955277045397
FBgn0030631,5.27537959625362,5.55489577541901,5.41379715018921,5.48220292629596,5.63778411029132,5.62234472272424,6.26865895502767,6.20261362014849,6.3526172989585,6.08427691053149,6.27891401949994,5.36457243229586,5.93852104586597,5.68565987743181,5.68004299262257,5.39677601078753,5.99774402605963,5.59544398458948,5.96486066424585,5.70791125418517,6.20593983247088,5.85149920246126,5.15785216914174,
FBgn0030634,0.0565835283663675,0.137503523749935,0,0,0.0426443374084937,0.0143552929770701,0,0,0,0,0,0,0,0,0,0.0426443374084937,0,0,0,0.0426443374084937,0,0,,
FBgn0030638,3.76659516172927,3.09423606984577,2.73984810269933,1.52105073690096,0.678071905112638,1.4905701304462,0.773996325111173,0.941106310946431,0.286881147788162,1.0496307677246,0.782408564927373,2.61823865559545,3.97085365434048,2.98550043030489,2.68929916053589,2.02147972741045,1.08406426478847,1.07724299893246,1.31614574229336,0.495695162624069,0.238786859587117,0.641546029087524,0.823749360308273,
FBgn0030640,4.96347412397489,4.77925972037238,4.83187724119167,5.14363830992204,5.03826057517535,5.32517051237605,5.33413917883824,4.33628338786443,5.02281165091563,4.13175409098481,4.75808993420181,4.61765111942733,5.5713734359732,4.99954908734095,4.47508488294878,5.02591469875079,5.51884982870769,5.38301301548867,5.20554891117303,3.52857131887076,5.04614178164472,4.52481592835751,3.58014548442338,
FBgn0030641,0,0,0,0,0,0,0,0,2.35049724708413,0,0,0,0,3.13257684267001,0,0,0,0,3.114367024952,0,0,3.01613970265525,0,0
FBgn0030642,0.918386234446348,0.263034405833794,0.765534746362977,1.02147972741045,0.678071905112638,0.238786859587117,0.263034405833794,2.16992500144231,1.26903314645524,2.45680614923047,2.65764000520782,0.333423733725192,0.933572638261024,0.7311832415722,0.807354922057604,0.903038270112912,1.29865831556452,0.678071905112638,0.956056652412403,2.0036022366802,1.50589092972996,2.49569516262407,2.22342254993494,
FBgn0030643,0.250961573533219,0.790772037862,0.765534746362977,0,0.443606651475615,0.20163386116965,0.454175893185802,0.263034405833794,0,0.422233000683048,1.02856915219677,1.17632277264046,0.565597175854225,1.16349873228288,0,0.650764559116902,0.189033824390017,0,0.333423733725192,0.464668267003444,0,0.495695162624069,,
FBgn0030645,1.13750352374994,0.7311832415722,0.0976107966264223,0,0.20163386116965,0.687060688339892,0.124328135002202,1.01435529297707,0.124328135002202,0.75702324650746,0.773996325111173,1.77399632511117,0.903038270112912,0.443606651475615,0.432959407276106,0.432959407276106,0.632268215499513,0.422233000683048,0.111031312388744,0.765534746362977,0,0.956056652412403,0.887525270741588,
FBgn0030647,0.176322772640463,0.070389327891398,0.20163386116965,0.250961573533219,0.16349873228288,0.176322772640463,0.124328135002202,0.0565835283663675,0.250961573533219,0.214124805352847,0.20163386116965,0.0840642647884746,0.176322772640463,0.286881147788162,0.070389327891398,0.0840642647884746,0,0.111031312388744,0.0285691521967709,0.124328135002202,0.0565835283663675,0.0285691521967709,,
FBgn0030648,4.50016467949217,3.69376571221778,2.799087306074,2.36176835941915,2.5385381636298,3.50462039240355,3.46205231879643,5.48446041312882,5.10726939359255,5.75782333620773,5.16390121381454,4.21256933885081,4.61294219630467,3.02680005934372,3.16188768237689,2.84799690655495,2.44095219802964,3.26153081524341,2.81352468929781,5.19613488076516,4.52857131887076,5.35860724911781,4.86492897228979,
FBgn0030653,4.54039930563062,3.39094277280254,3.89141918684608,3.97177344719337,3.67016051412663,4.30597052098439,3.55949181320504,3.1407786557828,3.45680614923047,2.49569516262407,2.62993940943954,2.86789646399266,4.75862298244024,3.62527048937469,3.70597790168252,4.22804904788446,4.08321336824898,3.85199883711245,4.02591469875079,2.32481060342048,3.1906148602095,3.17951105027151,2.16671544496642,
FBgn0030654,3.83086375675176,3.4262647547021,0,0,0,0,0,2.23266075679028,2.22650852980868,2.16992500144231,0,3.73552217729654,3.95419631038688,3.17472598770613,2.17632277264046,0,0,0,0,0,0,0,1.24488705912353,0
FBgn0030655,5.55366768848306,5.42155994490182,5.51947900230724,5.69013769298664,5.47248777146274,5.64961545906341,5.72574115650395,5.15258906928713,5.33842441478356,4.73498052343589,4.92029330021101,5.22110372536788,5.75702324650746,5.60910484661896,5.55949181320504,5.63691458035588,5.76871365703049,5.49313492230551,5.72900887033786,4.62058641045188,5.36876834909034,4.72519581722666,4.27276973243651,
FBgn0030657,4.92694824794977,5.31759350462347,5.22380865860602,5.46270675067016,5.70265754339091,5.29130885982897,5.45582036508492,5.67129337248158,5.65391987311942,5.63430284166251,5.46890909211059,5.32984117653063,4.80012335282653,5.1647058401828,5.27872821293894,5.43862553808838,5.49121175600309,5.48413813120167,5.5795422249369,5.59604063267114,5.48091134604775,5.21723071622067,5.41040894985104,
FBgn0030658,6.72887286326344,6.50414365228547,6.67736729213605,6.84574093261458,6.46483160637989,6.7045953476324,6.31379002544369,5.37747084284965,6.15886210620846,5.16309613843601,5.41142624572647,6.38629363515099,6.84912357200923,6.6891593577313,6.58811494938808,6.82946905211708,6.79441586635011,6.52309143530243,6.64140152114521,4.90062533253607,6.13606831219318,5.56132613645392,5,6.42038134119664
FBgn0030659,2.93168305705981,2,1.31034012061215,1.13093086982645,0.910732661902913,2.13093086982645,2.25398926623079,4.3110671022556,3.76553474636298,4.34837407519116,3.46597446450407,3.38818953715608,3.1243281350022,1.84799690655495,1.28688114778816,0.910732661902913,0.903038270112912,2.02147972741045,1.28095631383106,3.78659636189081,3.10265813136374,3.75381844317354,3.61353165291793,0
FBgn0030660,1.40053792958373,0.565597175854225,0.321928094887362,1.07724299893246,0.799087306074004,1.10433665981474,1.95977015521147,3.50589092972996,3.57410150808939,3.56315813040281,3.21723071622067,2.0071955014042,0.6959938131099,0.344828496997441,0.0565835283663675,0.464668267003444,0.807354922057604,1.11103131238874,1.37295209791183,3.43429461795993,3.10601323762212,3.45811948117451,2.877744249949,
FBgn0030661,0,0,0,0.0976107966264223,0.214124805352847,0.22650852980868,0.505890929729957,0.659924558402378,0.310340120612151,0.604071323668861,0.895302621333307,0,0,0,0,0,0.22650852980868,0,0.238786859587117,0.53605290024021,0.641546029087524,0.790772037862,0,
FBgn0030662,0,0,0.214124805352847,0.367371065648529,0.356143810225275,0.782408564927373,0.839959587489532,2.03562390973072,1.30451104180995,1.59931779369823,1.68706068833989,0,0.0426443374084937,0,0,0.575312330687437,0.464668267003444,0.545968369105292,0.75702324650746,1.53605290024021,1.30451104180995,1.799087306074,1.35049724708413,
FBgn0030663,0,0,0.565597175854225,0.20163386116965,0.0976107966264223,0.6959938131099,0.214124805352847,0.485426827170242,0.565597175854225,0.903038270112912,0.641546029087524,0,0,0,0,0.765534746362977,0.27500704749987,0.895302621333307,0.298658315564515,0.189033824390017,0.422233000683048,0.411426245726465,0.713695814843359,
FBgn0030664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976107966264223,0,0,0,0,0.27500704749987,0,0,,
FBgn0030665,0.137503523749935,0.454175893185802,0.748461233004036,0.575312330687437,0.622930350920177,2.0703893278914,1.0703893278914,1.91838623444635,1.63226821549951,1.73552217729654,1.33342373372519,0.189033824390017,0.956056652412403,0.310340120612151,0.20163386116965,0.422233000683048,0.432959407276106,1.55581615506164,0.55581615506164,1.21412480535285,0.963474123974886,1.93357263826102,1.48026512205446,
FBgn0030666,0.464668267003444,0.604071323668861,0.594548549550354,0.400537929583729,1.04264433740849,2.44625622988956,1.38404980679516,2.26002565596146,1.94485844580754,1.85199883711245,2.0071955014042,0.722466024471091,1.51096191927738,0.53605290024021,0.214124805352847,0.765534746362977,0.53605290024021,1.60880924267552,1.07724299893246,1.67355642399014,1.58976348698498,2.18586654531133,1.89917563048051,
FBgn0030667,0.0840642647884746,0.070389327891398,0.0840642647884746,0.356143810225275,0,0.0426443374084937,0,0.238786859587117,0.748461233004036,0.124328135002202,0.137503523749935,0,0.137503523749935,0.37851162325373,0.0976107966264223,0.150559676575381,0,0.321928094887362,0.111031312388744,0.176322772640463,0.344828496997441,0,5.04395687279021,0
FBgn0030668,4.16671544496642,4.01703108052784,3.70708299177171,3.26303440583379,2.99095486039699,2.73984810269933,2.72246602447109,3.76128527336162,2.92789645372882,3.74738739965272,3.20789285164133,3.80632405739003,3.83693401132109,3.89433274227769,3.71589337054761,3.10936055940423,3.29278174922785,2.52857131887076,2.86195536414487,3.44625622988956,2.87381319835909,3.52230689287139,2.98002530023873,0
FBgn0030669,4.55336050333533,4.40053792958373,4.85449441815488,5.1333991254172,5.16510798514454,5.15299460549244,4.85349670370233,5.39882918244463,5.12639473762014,5.33592624092836,5.18705508996806,4.40871186102943,4.49697358099828,4.74685018309805,4.68929916053589,5.06436554026363,5.11852584893567,5.13504228623365,4.85299758761332,5.15015345524625,5.06479664591181,5.28503224962291,5.34163000932991,
FBgn0030670,5.35684807923652,5.60021027442009,5.40429006444484,4.43229133824778,3.64961545906341,3.8923910259134,3.60999129521268,3.75488750216347,4.07724299893246,4.3533232911629,3.08915913191124,5.69432306012539,5.69543711040537,5.54874485993723,5.86344293434804,4.67863534782274,4.20867331962947,3.11935617703968,4.05398016818765,3.51222688651396,3.27202318906105,3.55336050333533,3.09592441999854,
FBgn0030671,2.58976348698498,1.57531233068744,0.748461233004036,0.53605290024021,0.782408564927373,2.28688114778816,2.29278174922785,3.5197934862411,3.60169651648096,3.6450098843911,2.59454854955035,2.39780296186249,2.65535182861255,1.06350294230616,0.27500704749987,0.565597175854225,0.545968369105292,1.71808758396052,1.17632277264046,2.94860084749336,2.48800077083407,2.97636363573276,2.61823865559545,
FBgn0030672,7.77853714116775,7.55305325276641,7.04187813995593,6.79882817809111,6.38024459047819,6.58165253046128,7.08044448343484,6.80503443985454,6.92611805636237,6.89566615794626,6.87749887278353,7.68053534400517,7.83680780784458,7.41700858678878,7.11862966608686,6.87614855186387,6.94181057995768,6.11873347576784,7.02425318176317,6.37033867703978,6.78738022229634,6.42071818337442,6.27258313280605,7.8860623383456
FBgn0030673,4.4867143730307,4.28983446517751,3.82068956055922,3.16671544496642,2.30158764660319,3.02502879449152,2.877744249949,4.5465858290081,4.39025495632187,4.92599941855622,3.92694824794977,4.18269229751619,4.06695024392463,4.07895134139482,4.14893410452634,3.31759350462347,2.88752527074159,2.27500704749987,2.91073266190291,3.95140129167431,3.67016051412663,3.71699089440494,3.88557436437143,
FBgn0030674,3.9136075118231,4.16027483140859,2.46727948045998,1.23878685958712,0.722466024471091,0.992768430768924,2.32481060342048,3.15055967657538,3.90592847817313,3.65764000520782,3.64616265715789,4.75167794568758,4.71918344048179,4.09761079662642,3.70597790168252,1.29865831556452,1.95977015521147,0.713695814843359,1.38956681176273,2.67355642399015,2.54596836910529,2.79285535236249,3.05658352836637,4.60644222813161
FBgn0030675,1.38404980679516,1.22032995487956,1.02147972741045,2.01792190799726,0.963474123974886,2.49825086752783,2.21723071622067,4.07980475463526,3.91552090075196,4.27127625917593,3.54225804976692,1.95233356636969,1.26303440583379,0.53605290024021,0.475084882948783,1.23878685958712,0.687060688339892,1.97085365434048,1.25701061820602,3.40053792958373,2.79701297783615,3.45680614923047,3.42223300068305,
FBgn0030676,1.54596836910529,2.28095631383106,2.44095219802964,1.82781902461732,2.66220549965362,2.0071955014042,1.86789646399265,3.83794324189103,3.26603689399532,3.67807190511264,3.52356195605701,2.28983446517751,1.95977015521147,2.72900887033786,2.09085343045111,1.90303827011291,2.31614574229336,2.5033487351675,2.27202318906105,3.62058641045188,3.0408924306469,3.64385618977473,3.26153081524341,
FBgn0030678,5.38784501296558,5.23112515787905,5.26228280642066,5.00495075995105,4.72574115650395,4.80992886572143,4.54473265593262,4.11519974938545,4.08831123588866,3.90207357931074,3.55949181320504,5.15421053058834,5.12887075946513,5.42492208821069,5.32948243102564,5.06004738366994,5.0408924306469,4.42155994490182,4.69209237542757,3.59931779369823,3.96439863220318,3.77294133783134,3.1554254317472,
FBgn0030679,4.26303440583379,3.25096157353322,2.06004738366994,1.22650852980868,1.09761079662642,1.35049724708413,1.85199883711245,3.98367769469807,3.40735275114004,4.23725777090037,3.4032677223393,4.4594316186373,4.16591193893569,2.90303827011291,1.83592407425438,1.86789646399265,0.948600847493356,1.22032995487956,1.15055967657538,3.674686619928,2.81557542886257,3.65191274464578,3.73335434061383,
FBgn0030680,5.39711840904258,5.99503219247754,5.49761236561836,6.03694284479826,5.60969587286274,5.15583017155653,6.50430258316317,3.91552090075196,5.37851162325373,3.64961545906341,3.41142624572647,5.98436149044871,5.74443022998792,5.8646814055726,6.15502057835858,5.87872534148011,5.9979697822671,5.01480160235136,6.21664886703315,2.73335434061383,5.08958289312471,2.64154602908752,2.4541758931858,5.76924279514054
FBgn0030683,4.70154905694307,4.36527259976453,2.92409988564074,2.70929063572336,2.4032677223393,1.93734439215023,2.67581593117227,2.6667565918848,2.63459326844576,2.3533232911629,2.51349074558812,4.63226821549951,4.27724089833207,3.79805051476751,3.23266075679028,2.72683121703249,2.72246602447109,2.16349873228288,2.88947354253111,2.29572302453997,2.38956681176273,1.91073266190291,2.03913839390696,
FBgn0030684,0,0,0,0,0,0,0,0,0,1.20789285164133,0.669026765509631,0,0,0,0,0,0,0,0,1,0,1.53106949272595,0.773996325111173,
FBgn0030685,5.24412594328373,5.82807299786697,4.74038793246835,4.1811025507538,3.24488705912353,2.95977015521147,3.92694824794977,2.92599941855622,3.91934008244201,2.58014548442338,1.89141918684608,5.6724253419715,5.08065766334523,5.32481060342048,5.27686882997646,4.1168637576909,3.77820857639809,2.93734439215023,3.86987140617771,1.72246602447109,3.22650852980868,2.08406426478847,1.73984810269933,5.45450493755737
FBgn0030686,4.2585189247113,3.19692173382033,2.06004738366994,1.40599235967584,0.879705766282288,2.29572302453997,2.10433665981474,4.00539998774259,3.39094277280254,4.12928301694497,3.24184018356467,4.57833494868161,4.456149034648,2.93168305705981,1.83592407425438,1.54101915313356,1.72246602447109,1.7311832415722,1.37851162325373,3.32192809488736,2.46205231879643,3.44095219802964,3.31179371775365,4.95884267524324
FBgn0030687,0.137503523749935,0.124328135002202,0.176322772640463,0.443606651475615,0.22650852980868,0.22650852980868,0.238786859587117,1.38404980679516,0.839959587489532,1.66902676550963,1.32768736417605,0.344828496997441,0.286881147788162,0.070389327891398,0,0.263034405833794,0.310340120612151,0.137503523749935,0.367371065648529,1.0071955014042,0.545968369105292,1.13093086982645,0.815575428862573,
FBgn0030688,0,0,0.176322772640463,0.150559676575381,0,0.176322772640463,0,0,0,0,0,0.137503523749935,0,0,0,0,0,0.0840642647884746,0,0.16349873228288,0,0,,
FBgn0030691,0.16349873228288,0.070389327891398,0.0285691521967709,0.238786859587117,0.214124805352847,0.687060688339892,0.411426245726465,1.54101915313356,1.1243281350022,1.06350294230616,1.18903382439002,0.150559676575381,0,0.0840642647884746,0.22650852980868,0.0840642647884746,0.250961573533219,0.0840642647884746,0.516015147003665,1.23878685958712,1.02147972741045,1.30451104180995,0.956056652412403,
FBgn0030692,6.97131362406888,7.09876903815488,7.13247402436537,7.07103324445682,7.03463391652593,6.89542381038297,7.24935052362723,6.61735726159132,6.7311832415722,6.26040209302579,6.08023127201926,7.0956080048112,6.96185480763616,7.07841770164733,7.21461054490859,7.1635993631929,7.13555539042546,6.77320515698557,7.22274661101248,5.90761176285217,6.77465530061292,5.88508622529017,5.59931779369823,
FBgn0030693,6.06307144984268,6.73836252845622,6.87208998933479,6.78894666657715,6.58601408251252,6.02303351866553,6.61353165291793,5.82323984413102,6.33019983285091,5.60999129521268,5.61353165291793,6.6130895830383,5.79960542245267,6.74752167254042,6.86764940601776,6.56696732900612,6.51333282374013,6.1586601753465,6.65563804923464,5.538227739736,6.35614381022528,5.28798935040895,5.48800077083407,
FBgn0030694,2.54843662469604,2.33342373372519,1.0496307677246,0.622930350920177,0.389566811762726,0.545968369105292,0.545968369105292,2.82984955984469,2.22032995487956,2.99638874644762,1.99638874644762,3.58736499093646,2.20163386116965,1.54596836910529,1.23266075679028,0.839959587489532,0.594548549550354,0.75702324650746,0.75702324650746,2.35614381022528,1.46988597627446,2.35049724708413,2.67807190511264,
FBgn0030695,1.62293035092018,1.16349873228288,0.464668267003444,0.475084882948783,0.545968369105292,0.356143810225275,0.739848102699328,1.36176835941915,0.933572638261024,1.25096157353322,1.42223300068305,2.83187724119167,1.29865831556452,1.26903314645524,0.485426827170242,0.367371065648529,0.443606651475615,0.356143810225275,0.55581615506164,1.11103131238874,0.879705766282288,1.35049724708413,1.29278174922785,
FBgn0030696,0,0,0,0,0,0,0,0,0,0,0,0.0840642647884746,0,0,0.0565835283663675,0,0,0,0,0,0,0,,
FBgn0030697,0.150559676575381,0,0.070389327891398,0,0.0285691521967709,0,0.0565835283663675,0,0.20163386116965,0.0976107966264223,0.111031312388744,0.137503523749935,0,0.0285691521967709,0.0285691521967709,0,0,0,0,0.111031312388744,0,0,,
FBgn0030699,5.6085135781513,5.86814347966673,5.63081315229913,4.87282875953489,4.10936055940423,4.32264926213102,4.38266725274504,4.35402893805439,4.30524096595448,4.799087306074,3.7279204545632,5.8626993409766,5.56833618213375,5.76075320806299,5.81301154860562,5.02192383855476,4.97085365434048,3.80322703643493,4.74362267606766,3.93640237772506,3.62643913669732,3.83995958748953,3.56559717585423,5.67270819562222
FBgn0030700,3.94485844580754,4.61588707391606,4.54843662469604,3.66334461936608,3.07895134139482,2.80529245560071,2.88166461932035,2.98367769469807,3.11103131238874,3.5197934862411,2.75915583380027,4.59872249967662,3.74738739965272,4.43629511983936,4.19692173382033,3.70487196445635,3.54720302475693,2.49825086752783,3.46466826700344,2.9297909977186,2.86987140617771,2.5033487351675,2.87970576628229,
FBgn0030701,5.00090140274153,5.19416586852982,4.21567859660793,3.11769504266975,2.12101540096137,2.48542682717024,2.72465027173297,3.77188557851537,3.69710657447697,4.23572705983806,3.70818723602071,5.17232749165762,5.0496307677246,5.00405188450708,4.55887985347544,3.41818994794577,3.04788732939655,2.24792751344359,2.8073549220576,3.38956681176273,2.89917563048051,3.52105073690096,2.91838623444635,
FBgn0030703,6.92326805288542,8.10113527624624,8.03990604739976,8.02297805492676,7.75254790584714,6.8497491172824,7.77208359224655,6.11270013274936,6.75755668893945,6.63226821549951,5.71094415457587,7.97303720562177,6.47670570666818,7.83876272219758,8.16716722052614,7.76884595975339,7.69508906209583,6.82807299786697,7.94004926238952,6.00247750360624,6.71877259182719,5.48832219114082,5.876516946565,7.63044915708062
FBgn0030704,1.68257329734758,1.46988597627446,0.575312330687437,0.575312330687437,0.214124805352847,0.53605290024021,0.464668267003444,2.8499992594661,2.33342373372519,4.01167453338092,2.90496571868403,2.8073549220576,1.62760683812965,0.613531652917927,0,0.137503523749935,0.367371065648529,0.137503523749935,0.310340120612151,2.95419631038688,1.40053792958373,2.67581593117227,3.19692173382033,
FBgn0030706,0,0.070389327891398,0,0.0143552929770701,0,0.0285691521967709,0,0.0426443374084937,0.0565835283663675,0.111031312388744,0.150559676575381,0,0,0.0143552929770701,0,0.0143552929770701,0,0,0.0143552929770701,0.0565835283663675,0.0143552929770701,0,0.0426443374084937,
FBgn0030707,0,0,0,0,0,0,0,0,0,0,0,0,0.0426443374084937,0,0,0.0426443374084937,0,0.0426443374084937,0,0,0,0,,
FBgn0030710,6.4032677223393,6.91253011432308,6.79116288855502,6.78489653520832,6.62643913669732,6.16972461321491,7.01167453338092,4.86839045305445,6.04701481951759,4.42290574261218,3.78972925137577,6.82374936030827,6.12742692986628,6.76725752574664,7.01547080763938,6.88007325387695,6.78959885005233,6.14588121129242,6.9273038981527,3.66789212523023,5.96347412397489,3.51475349843975,3.29130885982897,6.55043897760719
FBgn0030711,5.10013667128545,6.02989454966334,5.89941734867508,6.33163356717103,6.30597052098439,5.6085135781513,6.09718938723511,5.46237957184102,6.11290859962941,5.89166220799394,5.11478344724985,5.93757979967966,4.9387562614923,5.67355642399015,6.29847503473585,5.94227990170576,6.07081863753328,5.78920757534734,6.21237478756727,5.55305325276641,5.834407841807,5.17512534965772,5.4154882710497,5.62293035092018
FBgn0030715,0.400537929583729,0,0.124328135002202,0,0,0,0,0,0.111031312388744,0,0,0,0,0.526068811667588,0.111031312388744,0.0565835283663675,0,0.124328135002202,0,0,0,0.0565835283663675,,
FBgn0030716,0.650764559116902,0.7311832415722,0.641546029087524,0.6959938131099,0.464668267003444,0.748461233004036,0.941106310946431,2.70043971814109,2.58736499093646,2.799087306074,2.76765479823735,0.799087306074004,0.526068811667588,0.454175893185802,0.443606651475615,0.704871964456353,0.53605290024021,0.545968369105292,0.941106310946431,2.1407786557828,1.62293035092018,2.25398926623079,2.13093086982645,0
FBgn0030717,5.77557736093065,6.0457050645108,6.14139191617073,6.14608493861619,5.7967534769737,5.45022149589718,5.69932952567316,4.88459792099006,5.30742852519225,4.88557436437143,4.54905302933729,6.1471031439241,5.27276973243651,6.05853297020161,6.10601323762212,5.96486066424585,5.88093036107688,5.2149019101607,5.96855160336395,4.43429461795993,5.04832338653781,4.39506279951758,4.37920505996061,5.74604398299834
FBgn0030718,6.97510278907485,6.89615073097656,7.11415876872055,7.26190685982807,7.40036714591488,7.30460230252674,6.77544567410286,6.88154226889489,6.84674402324487,6.54349588342577,6.55397480823747,6.85062442524305,7.09529152021173,7.20506011054465,7.1341182385653,7.17542479858969,7.05343720967728,7.11675981338156,6.92908083524258,6.61853233397629,6.89663514130291,6.80426011563474,6.76380990728029,
FBgn0030719,7.57463136802274,8.61050813880613,8.41265452194556,8.48788021975475,8.23342794374847,7.56628241508752,8.74513646905138,8.26143678877999,8.73101348678117,8.66735995525744,8.56727163085093,8.49153246180432,7.25446176976918,8.3818457339607,8.70791125418517,8.28086354496366,8.29957437060887,7.85947266685194,8.47852695939879,8.38702643812162,8.56472111848462,8.02635744696384,7.98407661493865,
FBgn0030720,6.17072627613155,6.36211916672566,6.24982454861618,6.455984709226,6.43812647955095,6.3741700760685,7.03033607837096,7.0666274090952,7.23983716874035,7.22920335788675,7.08246842187561,6.26434876335117,6.18368500039778,6.30742852519225,6.28780470907755,6.4667902378031,6.57455568565993,6.39728957770161,6.81070015418722,6.85748342828667,6.8636907136601,6.60035896754477,6.69041709553247,
FBgn0030721,0.0426443374084937,0.0840642647884746,0.22650852980868,0.310340120612151,0.189033824390017,0,0.0840642647884746,0.150559676575381,0.575312330687437,0.464668267003444,0.400537929583729,0.0565835283663675,0,0.137503523749935,0,0.176322772640463,0.189033824390017,0.070389327891398,0.16349873228288,0.333423733725192,0.111031312388744,0.111031312388744,0.238786859587117,
FBgn0030722,0,0,0,0,0,0,0,0,0,0.20163386116965,0,0,0,0,0,0,0.16349873228288,0,0,0,0,0,,
FBgn0030723,0.0976107966264223,0.176322772640463,0.150559676575381,0.238786859587117,0.0840642647884746,0.16349873228288,0.070389327891398,0.0840642647884746,0.124328135002202,0.214124805352847,0.0976107966264223,0.27500704749987,0,0.485426827170242,0.454175893185802,0.0840642647884746,0.22650852980868,0,0.0976107966264223,0.16349873228288,0,0.111031312388744,0.124328135002202,
FBgn0030724,6.44344089114443,7.07734982962161,6.46956042171122,5.28355142317431,5.13709360897494,4.88752527074159,4.68985823631925,3.68144926531496,3.09423606984577,3.48800077083407,3.5837597536395,7.20613525340459,6.24944534108584,7.03551394402764,6.69613295522708,5.64385618977472,5.07852444538908,4.16992500144231,4.97361127551947,3.5668151540109,3.09085343045111,3.60999129521268,3.55090066464752,
FBgn0030725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976107966264223,0,,
FBgn0030729,0,0,0,0,0,0,0,0,0,0.0976107966264223,0,0,0,0,0,0,0,0,0.0840642647884746,0,0,0,,
FBgn0030731,4.29278174922785,4.12598165385472,3.99548451887751,4.19455988602261,4.03913839390696,4.4093909361377,4.35402893805439,4.64616265715789,4.37573453858316,4.78240856492737,4.58676474335514,4.00809242094872,4.18824265626441,4.12267271882414,3.86195536414487,4.16912328147676,4.2364926183813,4.14812063112396,4.11519974938545,4.38612115681485,4.15785216914174,4.50016467949217,4.06608919045777,0
FBgn0030734,4.29498826769145,3.84498815668261,2.78031009904338,0.863938450423972,1.16992500144231,1.25701061820602,1.37851162325373,3.20945336562895,2.50589092972996,3.56071495447448,3.09761079662642,4.75488750216347,3.57773093149008,3.14241343787374,2.10433665981474,1.57046293102604,1.35049724708413,1.56071495447448,1.4276061727819,2.93922657772821,2.4541758931858,2.59693514238723,2.91456452349394,4.98504496225347
FBgn0030735,5.2137360959228,5.97865326490861,5.52010790163755,5.49569516262407,4.62819033461521,3.93168305705981,4.93026424523502,2.78868571061353,3.10433665981474,3.17472598770613,2.67807190511264,5.93969674069176,5.21412480535285,5.83111719461642,5.85648777949568,5.12969515665378,5.12556845177803,3.67355642399015,5.04308198189566,2.26002565596146,2.60407132366886,2.22032995487956,2.0036022366802,5.52669484554198
