gene.name,F10,F11,F12,U13,F14A,U14A,F14B,F14B_r2,F14C,F14C_r2,F14D,U14D,M10,M11,M12,M13,M14A,M14A_r2,M14B,M14B_r2,M14C,M14C_r2,M14D,M14D_r2
FBgn0000116,5.36176835941915,4.03210084316702,3.22032995487956,2.9560566524124,2.59931779369823,2.68706068833989,2.46205231879643,2.99638874644762,2.77610398807316,2.80322703643493,2.59454854955035,5.20163386116965,5.48155728070859,3.37712374912949,3.17152710603881,2.96347412397489,2.80322703643493,2.27500704749987,2.96347412397489,2.5385381636298,3.02147972741045,2.70487196445635,2.04614178164472,6.2170367925641
FBgn0000117,7.74993644999986,8.15466623842289,7.95872669831156,7.9316239677501,8.21902327539525,8.17916267538715,8.71534429535891,9.11717554569216,9.16583658729657,9.20454669158366,9.14243896665129,8.00292750206307,8.19091111163069,8.29374751633357,8.40964550691875,7.99819550315325,8.36881199239925,8.12608493588511,8.3051041333048,8.75922242638451,8.78217919383121,8.87639415878324,8.4023725783222,7.99892885222891
FBgn0000119,4.23112515787905,4.70929063572336,4.00539998774259,4.57773093149008,3.4594316186373,3.14404636961671,4.3526172989585,4.42425028608405,4.87872534148011,4.83035674741922,5.39163026151743,4.4535175792155,4.39643353125099,4.48155728070859,4.81506301719287,4.32624970083746,4.4905701304462,2.82984955984469,4.63633460244218,4.66902676550963,4.21179097625254,4.74469931420784,4.50143914515887,4.24107745817504
FBgn0000120,0.263034405833794,0.250961573533219,0.214124805352847,0.238786859587117,0.238786859587117,0.22650852980868,0.150559676575381,0,0.176322772640463,0,0,0,0.189033824390017,0,0.189033824390017,0.150559676575381,0.137503523749935,0,0,0,0,0.0426443374084937,,
FBgn0000121,0,0,0,0,0,0.137503523749935,0.356143810225275,0.918386234446348,0.84799690655495,1.10433665981474,1.02856915219677,0,0,0.0426443374084937,0,0.137503523749935,0,0,0,0.432959407276106,0.855989697308481,1.16349873228288,0.918386234446348,
FBgn0000137,0,0,0,0,0,0,0,0,0,0.0976107966264223,0,0,0,0,0,0,0,0,0,0,0,0.124328135002202,,
FBgn0000139,5.58165253046128,5.57591736111815,5.59275601044103,5.83869970177424,5.50016467949217,5.52042224852645,5.89409017060148,6.24107745817504,6.04745114041639,6.29296575471765,6.37695017094954,5.31542131594578,5.27649666564036,5.69181329717138,5.75194568161502,5.65248649491817,5.76473892302338,5.61146750023341,5.81531924577731,6.22032995487956,6.0723202160327,6.15319733085508,5.74146698640115,5.48639259427596
FBgn0000140,5.97682185236069,6.19002217480265,3.26603689399532,3.1906148602095,2.46988597627446,2.75060650483559,4.2637856138908,5.07253459972296,5.49217365961083,5.61146750023341,5.93734439215023,6.8497491172824,5.96162332828695,5.69348695749933,4.49505552836802,2.56559717585423,3.19849415363908,3.13586316536868,3.40735275114004,5.42693561964834,5.33985000288462,5.40633257782171,5.05398016818765,6.25398926623079
FBgn0000146,4.41074812818595,5.19574129324645,5.27463440251759,5.48381577726426,5.13175409098481,4.66049513188851,5.67891698667984,4.75274859140713,5.03210084316702,4.8073549220576,4.91695427895322,5.52732060787705,4.26228280642066,5.45516280124451,5.61735726159132,5.02502879449152,5.21606678308703,4.74200621086674,5.29975751183932,4.44360665147561,4.90929308582382,4.23878685958712,4.35966172233388,
FBgn0000147,6.72246602447109,6.93121027480393,6.415657274159,5.01212167271222,4.25550073314839,4.29719141656586,4.16912328147676,3.03562390973072,3.14730669878029,2.77188557851537,2.58736499093646,6.93439855243498,6.81249822533356,6.79467578798686,6.4867143730307,5.10643207781693,4.81301154860562,3.41818994794577,4.54039930563062,2.53605290024021,3.1407786557828,3.24031432933371,2.51349074558812,6.75675645130727
FBgn0000150,11.5265725946466,10.1837966367388,10.7640173287358,10.3589258691547,10.8491470348525,11.5657923118355,10.1596695471367,10.3481416635852,9.87372093574999,9.45830407263157,9.49225378930292,10.4686749486904,11.8720630478556,10.7691518633383,10.3041117082835,11.0108147981777,10.6528360121354,11.0490793607588,10.4374191843083,9.9525665409428,10.3954805823139,10.2744247474085,9.56799409059421,
FBgn0000152,4.06522762277562,4.06436554026363,3.52481592835751,2.65306001710456,2.04614178164472,2.15380533607904,2.43829285157915,3.11603199344711,2.60644222813161,2.96347412397489,2.90303827011291,4.16992500144231,4.08491465976794,3.81147103052984,3.93640237772506,3.11603199344711,2.86195536414487,2.17632277264046,2.79701297783615,2.74846123300404,2.68706068833989,2.84599177066457,2.49825086752783,
FBgn0000153,0.516015147003665,0.37851162325373,0.0285691521967709,0.356143810225275,0.20163386116965,0.7311832415722,0.464668267003444,0.526068811667588,0.238786859587117,0.422233000683048,1.19534759832222,0.22650852980868,0.16349873228288,0.070389327891398,0.0840642647884746,0.189033824390017,0.389566811762726,0.263034405833794,0.250961573533219,0.111031312388744,0.485426827170242,0.516015147003665,0.55581615506164,
FBgn0000157,0,0,0,0,0.0976107966264223,0.070389327891398,0.0426443374084937,3.3547342399706,2.30742852519225,3.67581593117227,3.37712374912949,0,0,0,0,0.0976107966264223,0.0426443374084937,0,0,3.05311133645956,1.88752527074159,3.12598165385472,2.76341157447001,
FBgn0000158,5.79623433517576,5.84423498775875,5.51127826508303,5.0036022366802,4.74846123300404,4.40190347160796,4.98777561614291,3.0071955014042,3.82781902461732,2.31903981556254,2.40599235967584,6.16812050459556,5.85673675611911,5.90761176285217,5.77820857639809,4.82781902461732,4.27276973243651,3.66902676550963,5.01881218574282,1.36737106564853,3.8569856897822,1.83187724119167,1.24488705912353,5.66305992374782
FBgn0000163,4.71424551766612,4.93215568443206,4.1554254317472,4.84348142543246,4.45483390689887,4.29351763041742,5.37225564844579,4.79337571126475,4.95279947789994,4.72410451986685,4.89287670006069,4.67525138605026,5.20124177119825,4.77557736093065,4.96578428466209,4.71808758396052,5.0604797814076,3.79389588254888,5.09339115325301,3.94110631094643,4.25625587320273,4.24640808724639,3.81044310384517,
FBgn0000166,6.47638168756724,6.56178435308184,6.50493813164961,6.47216280355037,4.62293035092018,4.01524777369894,4.63343121035563,0,0,0.565597175854225,0.739848102699328,6.27239650903749,6.93310047493137,6.64414469993285,7.02591469875079,6.19436289072759,6.1168637576909,3.4594316186373,5.60496086950378,0,0,0.545968369105292,0.422233000683048,
FBgn0000173,8.75321674917896,8.78907712686035,8.93336608581835,8.89757322371092,9.01335059178213,8.95509771312841,8.9957671508778,8.93522399406003,8.93548921431484,8.62746092712665,8.98729243928096,8.75472051390691,8.64226835175864,8.87946072253802,8.91258999085263,8.90210373566448,8.93478185192388,8.95192577031673,8.9842475469948,8.92537640996413,9.00820449669482,8.88597085579682,8.97973956712875,
FBgn0000179,0.0143552929770701,0.0426443374084937,0.0840642647884746,0,0,0.0426443374084937,0,0.0285691521967709,0.0976107966264223,0,0.0285691521967709,0.0285691521967709,0,0,0,0.0143552929770701,0,0,0,0.0426443374084937,0,0.0565835283663675,,
FBgn0000180,0.37851162325373,0.765534746362977,3.28983446517751,5.34411833452143,5.4235781709818,6.36946648365072,6.97933944567821,7.80374366850523,7.97882484070008,7.69960715389318,7.6709394497948,0.321928094887362,0.286881147788162,1.19534759832222,2.44625622988956,5.1606782132205,5.605257262939,6.57213175138666,6.14159627838382,7.37998477806204,7.68887971147322,7.56002706511452,6.91241035380827,
FBgn0000181,9.70761796562657,9.38033118422035,9.31231574669011,8.85212371874342,9.0176714183637,9.06398821711753,8.8952117228649,8.89977985004829,8.92427807313444,8.90083662576041,9.02793363414119,9.44712456358422,9.78608989226891,9.40250049004846,9.29202247841444,9.0776435732335,9.00570875072737,8.92656286126633,8.79905491762135,9.08009799888166,8.85455675240453,9.06799895848195,9.26467716571625,9.64409060867285
FBgn0000182,7.59879692486382,5.83617662480922,2.67355642399015,1.30451104180995,0.321928094887362,1.28688114778816,0.863938450423972,0.604071323668861,0.839959587489532,0.7311832415722,0.704871964456353,7.93616677797915,7.61933964140928,4.37781785308365,3.09085343045111,1.58014548442338,1.40599235967584,0.286881147788162,1.22032995487956,0.286881147788162,0.526068811667588,0.815575428862573,0.485426827170242,8.51337230582277
FBgn0000183,6.69752363881355,7.09032417587205,6.27015513876653,5.85822971421118,5.09423606984577,4.49569516262407,5.03254169727004,2.26002565596146,3.28835856219366,2.20163386116965,2.35049724708413,6.91850549993981,6.63923216324928,6.71657942079635,6.757690018734,5.84674402324487,5.68650052718322,3.96439863220318,5.60436789989375,2.03913839390696,3.21412480535285,1.76553474636298,1.53106949272595,6.66760832567372
FBgn0000193,6.33967188139037,6.41396635150775,6.68551972150409,7.04930403348226,7.38318586579031,8.12984967869547,8.32242393608984,8.90339986292342,8.7967534769737,9.09325909032524,9.06592768570463,6.28039961112653,6.50842865253186,6.49553528064453,6.53200519379057,7.0703893278914,7.37721053038855,8.1994269676709,7.76115227543197,8.96673614930828,8.48735771531155,8.54337988162668,8.57625757926402,6.21587270290367
FBgn0000206,0,0,0,0,0,0,0.0976107966264223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FBgn0000212,6.45187047886432,6.96058121135347,6.55979769575487,6.64443315240625,6.6157399727137,6.32192809488736,7.60703434594862,7.15876114431045,7.68088692071969,7.21305560230915,7.64031724995088,6.81031456149726,6.80529245560071,6.95373084981149,7.14404636961671,6.53044535469291,7.03121873061072,6.32463061526719,7.14006285569821,6.88849973551412,7.44600803852372,6.83794324189103,6.6157399727137,6.6724253419715
FBgn0000216,5.57015930163612,6.6698771604891,6.64601861092535,4.68425770505893,5.26040209302579,4.83693401132109,4.66902676550963,7.64436104469458,7.41692416682088,8.4843395658428,7.94315946868947,4.49121175600309,5.11478344724985,6.39077084942262,6.49729300866279,4.99909803370561,4.82323984413102,5.57591736111815,5.38543103719352,8.3464250855856,7.07446262070454,8.41827429388054,8.63506508730838,0
FBgn0000221,4.36176835941915,3.99819550315325,3.96347412397489,3.90303827011291,3.18586654531133,3.67807190511264,3.24792751344359,3.25701061820602,2.98002530023873,3.4594316186373,3.12267271882414,3.70929063572336,4.54225804976692,4.08915913191124,3.59693514238723,3.93734439215023,3.68369645430652,3.41142624572647,3.55213110825378,2.94860084749336,2.790772037862,3.36176835941915,3.33771109212829,
FBgn0000227,4.57349571549561,6.70570149684579,8.86062144542001,10.0116326069626,9.90716107557198,9.78643300401927,9.94989964597517,8.7981801544352,9.59548128232454,7.93963797869998,8.11774698208045,2.78031009904338,4.7457751494858,7.00259001638001,8.47090286104589,9.7797521805957,9.83994384570671,10.0760539736665,10.141443009438,7.90719112577123,9.62846376737568,8.07156962214114,7.65885412451886,0
FBgn0000228,6.36334632097502,7.13422093976063,8.03672310600553,9.17604845097518,9.56873518643441,9.91456452349394,10.3865199816788,9.38773733228117,10.3967974130594,8.87571863911783,8.76884595975339,6.27761287075669,6.74550626586916,7.04231601689711,8.00016905591968,9.32582261859577,9.55784658244956,10.3228858166046,10.226087007845,8.66494498625742,10.1809534221423,8.62285716039479,7.70646148275757,6.03188036558718
FBgn0000229,1.15704371014558,2.48026512205446,1.97085365434048,1,1.16349873228288,0.545968369105292,1.50080205305716,2.75915583380027,2.35049724708413,3.5981269599196,3.73660487531425,2.84398384404833,0.933572638261024,2.37016428054021,1.55090066464752,1.43829285157915,0.970853654340484,0.910732661902913,1.41683974191283,3.22804904788446,2.29572302453997,3.29719141656586,3.58856473740135,2.78659636189081
FBgn0000233,0.111031312388744,1.81966818349646,2.36176835941915,2.48542682717024,2.08746284125034,3.57167680997093,4.56010351346474,4.16510798514454,4.38887833881199,3.88655014732434,3.82068956055922,0.22650852980868,0.367371065648529,1.20789285164133,1.72683121703249,2.22650852980868,2.25398926623079,3.8011586560937,3.25247621413522,3.45022149589718,3.91647664443772,4.01703108052784,3.06695024392463,
FBgn0000239,6.75181181986212,7.62117275268344,7.13627342985058,7.59656249740495,7.15187910651233,6.63850831844914,7.88801258540283,5.98550043030489,7.21499901883646,5.66249036391378,5.79311555527435,7.49633451341711,6.73538678289534,7.47686768893309,7.60080495498947,7.32975149851718,7.40463068421761,6.64486572300792,7.72730785964621,5.39369076418745,7.1490357564581,5.14159627838382,5.1622906135458,
FBgn0000241,0.124328135002202,0.124328135002202,0.238786859587117,0.432959407276106,0.189033824390017,0.321928094887362,0.669026765509631,0.669026765509631,0.584962500721156,0.678071905112638,1.77820857639809,0.150559676575381,0.250961573533219,0.263034405833794,0.310340120612151,0.286881147788162,0.20163386116965,0.20163386116965,0.310340120612151,0.739848102699328,0.505890929729957,0.475084882948783,1.22032995487956,0.389566811762726
FBgn0000244,2.83187724119167,3.39231742277876,3.36036427654347,2.73552217729654,2.18903382439002,2.20789285164133,2.28392177230762,0.0285691521967709,0.659924558402378,0.344828496997441,0.298658315564515,3.31324585178756,3.38956681176273,3.02856915219677,3.64731450954714,2.59454854955035,2.03562390973072,1.54596836910529,2.52857131887076,0.214124805352847,0.632268215499513,0.356143810225275,0.111031312388744,0
FBgn0000246,4.03298241669943,5.84949893172018,5.16108148227718,5.11270013274936,4.75648960675997,3.15704371014558,4.81455042346181,1.41683974191283,3.41413553298445,1.85996954822103,2.20789285164133,5.54689445988764,3.00180224263399,5.1243281350022,5.70404195482129,5.21101219348551,4.85549144310187,3.07553263116736,5.21606678308703,1.66448284036468,2.98367769469807,1.61353165291793,1.67807190511264,5.41345868800798
FBgn0000247,4.26153081524341,4.09000652990382,1.95233356636969,0.978195629681652,0.422233000683048,0.485426827170242,0.925999418556223,1.18903382439002,0.948600847493356,1.37851162325373,1.9560566524124,4.5933537709803,4.54287709935414,3.48800077083407,2.88752527074159,0.790772037862,0.887525270741588,0.464668267003444,0.799087306074004,1.29865831556452,0.879705766282288,1.53106949272595,1.31614574229336,4.85399564717639
FBgn0000250,8.73731495456777,8.84162724314609,8.85405800297961,8.9619705333845,8.84962402992454,8.81858217748086,9.20938025423046,8.88212334102538,9.13860459293995,8.82819996772763,8.78607355157855,8.63919597963339,8.85489954264385,8.81896556707676,8.97713679189199,8.9914935020833,9.04551395918667,8.81848631416039,9.03105327444437,8.46915337517158,9.13506794577782,8.47220342854272,8.32278444086533,
FBgn0000251,7.53838296003212,7.29047969825131,6.77557736093065,6.00629802390037,5.83592407425438,6.15926588316068,5.66277517193778,2.74416109557041,4.08491465976794,2.78031009904338,2.57773093149008,7.33467552993465,8.18759951253579,7.15754905010692,6.77109325169954,6.30122180533309,6.23725777090037,5.36946648365072,5.85374619700876,2.799087306074,4.01792190799726,3.26753579806873,2.0703893278914,
