gene.name,mel.M.1,mel.M.2,mel.M.3,mel.F.1,mel.F.2,mel.F.3
FBgn0000114,0.196537624144965,0.328163421872281,0.582179424539772,0.572677868301577,0.380593252795446,0.596468877368024
FBgn0000115,1.66510696685217,1.83969748347884,1.73925780611668,1.76876456092916,1.70175320711725,1.65502390817135
FBgn0000116,1.15207579392385,1.20600598543848,0.685746484474795,1.28916173826641,1.49686607598624,0.694635730078487
FBgn0000117,2.87118044497829,2.84096423537801,2.82305452535236,2.91349974231937,2.92204924068642,2.92376709779288
FBgn0000119,1.77258087090679,1.64962519364342,1.66751842835434,1.59576305458021,1.66222556098765,1.6277468442965
FBgn0000121,0.453331491018853,0.420211461083864,0.315279540857745,0.26643914861515,0.300723058174077,0.390709780465276
FBgn0000139,1.9419758991503,1.94590009485701,1.91424151714407,1.94917846347909,1.92927032048633,1.93741945248075
FBgn0000140,1.97401558611564,1.856856930996,1.92495742935262,1.84862629610153,1.87254548264524,1.90626716586479
FBgn0000146,1.36694210037692,1.54246021720077,1.37411261989824,1.49474708516419,1.41795335171894,1.43744232628237
FBgn0000152,0.921274975113267,0.92750201747257,0.892508822248912,1.03111846073064,1.03517865541571,1.07985066529232
FBgn0000157,1.05739825710609,1.00314434716642,1.02944571096796,1.06418635792943,1.15991968884126,0.831163711964718
FBgn0000158,0.342009312181511,0.455114496018964,0.39079349695572,0.375413754199681,0.356085927253271,0.286590060995883
FBgn0000163,1.59891979131582,1.49092284877005,1.57690249458103,1.62475488926986,1.67024855348655,1.71223307572743
FBgn0000166,0.388723587694866,0.430165389733652,0.376678037369459,0.39708987084726,0.375284194899696,0.394839395724223
FBgn0000173,2.7941866700102,2.81295297251487,2.72335783967388,2.68342274944163,2.57902828380997,2.60637203520393
FBgn0000180,2.35364606341484,2.28775666394302,2.40334904241606,2.27886325103771,2.3974387017046,2.33224222356029
FBgn0000181,2.67909208079992,2.71171800229668,2.66135058320947,2.69970752723204,2.73169654064133,2.67145953891633
FBgn0000182,0.0392514761793556,0.0733241913076618,0.291311562431824,0.141540699188173,0.102772844354602,0.19958158927917
FBgn0000183,0.492947193224181,0.492782591939219,0.620686645334783,0.548839327861174,0.510417115779337,0.693813271757275
FBgn0000212,2.2100841302301,2.24780726299186,2.24173783928178,2.13191322393848,2.18274985145802,2.22123513073588
FBgn0000216,2.52161957746982,2.43169881049934,2.46359690370406,2.50808250213449,2.43950122423852,2.47523462066894
FBgn0000221,1.04067372782939,0.910679781907893,1.01844021838921,1.04870599020699,1.0640066501083,1.07474390594749
FBgn0000227,1.45748947743149,2.22021453469898,2.30066654760699,2.09832336828259,1.74964869825204,2.01001660158433
FBgn0000228,2.31908022999698,2.22952072680318,2.41689494100722,2.31494652086043,2.28510347951027,2.54835067512567
FBgn0000239,1.66894464138132,1.69872460206279,1.67998107882041,1.73461710754125,1.67399885804524,1.65208359033224
FBgn0000241,0.786293894685807,1.01728248603774,0.931272772980709,0.706409229816759,0.815076293728245,0.818428802973075
FBgn0000242,0.0350176634676379,0.04489081689391,0.203783817229775,0.11443883340997,0.114791402446429,0.195146314512562
FBgn0000244,0,0.0402319639795286,0.0364029076444884,0.0380316977273032,0.0434546294712077,0.0271648404009727
FBgn0000247,0.621539980944238,0.611461378133412,0.57738194850499,0.483736885296297,0.481993818238817,0.631334471345819
FBgn0000250,2.51054667365853,2.60818707997495,2.54107399047214,2.6267177572134,2.55223797854552,2.58387156662984
FBgn0000251,0.839580920871773,1.01077974808131,1.00695418864699,0.909144270555199,0.772361833092381,0.938967248128221
FBgn0000253,3.17541708450819,3.17399525856527,3.1785835448497,3.24211762570272,3.18949636542588,3.1879860303681
FBgn0000256,0.0451648824730702,0.0233574186016318,0.0122811405645883,0.0137495491191476,0.00609448669416155,0.0341867193749457
FBgn0000257,1.07503934320089,1.06435161149081,1.0220670099611,1.26373162652781,1.33814384844337,1.33733366713219
FBgn0000259,1.75086302926961,1.79784378645579,1.66783108207133,1.80990088219192,1.80335026333074,1.76648888660886
FBgn0000261,1.62643125169568,1.726353889438,1.64771075827942,1.61342834794774,1.57392294696709,1.62920950229476
FBgn0000273,1.81176034572093,1.79276942442197,1.88181079811976,1.8213249198047,1.88515077373278,1.84464608903832
FBgn0000283,2.31058410912455,2.30519446835078,2.30781342540609,2.3075031213482,2.26980278341013,2.24242423993714
FBgn0000286,0.813789413240764,0.760809481460483,0.800196437561407,0.578224541580694,0.708236264490249,0.765479152131015
FBgn0000289,2.01778669589607,2.00038191562305,2.03717777919797,1.95730274801775,2.00062054544668,1.92469863269028
FBgn0000307,1.81013111251359,1.70446444289454,1.75094207160664,1.75542952129432,1.76361850222019,1.78846973341601
FBgn0000308,2.82508860865483,2.86344188154743,2.89282463856055,2.93833778773219,2.93041777652803,2.91228993352846
FBgn0000313,0.347620358776549,0.374980091138311,0.275650363559947,0.228990823494003,0.22372146631953,0.268880655743766
FBgn0000316,2.40277272320791,2.43729004108519,2.3959812294097,2.48308905449909,2.40733668651708,2.39228605878389
FBgn0000317,0.763533858658425,0.827632032189402,0.881869471884279,0.844852097669609,0.781709861077331,0.83525168067216
FBgn0000319,2.337182484599,2.33212488307859,2.265963539416,2.28828413992415,2.36080189491573,2.36923715587709
FBgn0000320,0.790000843899869,0.763391676040378,0.760211090415554,0.745297661805573,0.853023071011195,0.830193004682129
FBgn0000346,0.35428903734993,0.355790662277449,0.251742098076662,0.35001180648371,0.395488021901167,0.421778267686637
FBgn0000351,0.316971634285275,0.248234500559526,0.212222240006021,0.227364466429112,0.280249110459362,0.375304509717785
FBgn0000352,1.60174450296882,1.59674151026124,1.64847595700856,1.53622869548269,1.63335198844379,1.57535338814422
FBgn0000357,0.516712096450226,0.267969393008157,0.380198574604488,0.324544393766123,0.337599011739989,0.328869488510729
FBgn0000370,2.05898672602515,2.02503719562337,2.03478193235198,2.13138556143638,2.05692023423174,2.09450456418633
FBgn0000376,0.974537390420395,0.937754382705392,0.983329981897727,1.01639734232568,1.12370607894386,1.12268299339111
FBgn0000377,1.75537226912119,1.85505735271303,1.78974252721197,1.86257151768759,1.81116932078523,1.85391109770295
FBgn0000384,1.17789434962459,1.24060964595885,1.30200820551283,1.24236983814669,1.2326606344017,1.30744297800628
FBgn0000392,1.14756667036162,1.23620829236925,1.26327437673572,1.25504629941531,1.17301563586251,1.26031938998739
FBgn0000394,1.36879091328901,1.36861806855497,1.26244705528208,1.44311292257309,1.52688281340593,1.4863813363266
FBgn0000395,1.58798413672737,1.47104926012407,1.59455478928353,1.52459515084984,1.65509122674151,1.48672660496811
FBgn0000404,2.72353260430576,2.75176618999523,2.74050642270769,2.72972379053966,2.66821019318303,2.70695825857632
FBgn0000405,2.70449765572611,2.65851691890582,2.62530862874176,2.62782589637513,2.66874317263162,2.61459999051295
FBgn0000409,2.72046328585565,2.78509139244464,2.78406676690482,2.75242954269385,2.75823006062797,2.81203170176302
FBgn0000411,1.62653516071369,1.66462099354964,1.74870120711697,1.67831565186837,1.6647176320889,1.73608669600846
FBgn0000412,2.68118026267402,2.70555958172906,2.72462508629413,2.70732125574091,2.74549723504224,2.73546793697444
FBgn0000414,1.65847855117338,1.55093980497242,1.62309017504853,1.51845625384347,1.63595003122527,1.65526619659909
FBgn0000416,2.75164355432921,2.74976111910325,2.6952768443362,2.73298559170351,2.69083450382027,2.69460894437831
FBgn0000422,0.061520709231775,0.056857228716555,0,0.012873484672441,0,0.0185186725931007
FBgn0000426,2.51283794205525,2.51802932069575,2.44065417711794,2.57469798489849,2.42314003576751,2.52222389641849
FBgn0000447,1.53457136194521,1.55326182048207,1.58902818821033,1.5080033718949,1.50916592173067,1.56346062798126
FBgn0000448,0.00673594832955981,0.00759416929280037,0.0416673882244209,0.0279286886322862,0.02247291192517,0.0472830468444808
FBgn0000449,2.08279748732238,2.10568173977992,2.09191040371708,2.05528121976531,1.96753770840251,2.07542916037446
FBgn0000454,0.772022439294952,0.90092856239001,0.839047624929513,0.807589548221696,0.726480250967082,0.716880150380863
FBgn0000455,1.10692361412698,1.11589143096103,1.22139976111833,1.12061725978928,1.18919333667344,1.14075010573884
FBgn0000459,1.2077436407641,1.29097527597135,1.37877707978962,1.2763598364039,1.25328398174292,1.28786534717351
FBgn0000463,2.24459329332371,2.18503241678524,2.26943076372417,2.15830389457842,2.24726740863401,2.20030890873048
FBgn0000464,1.01996584496671,1.08888657435019,1.02111393209781,0.886611182882931,1.04957527678267,1.11908316017463
FBgn0000477,1.13157401375857,1.15117328521902,0.897961424292644,1.19847085014116,1.15503131704512,1.10652249408288
FBgn0000482,0.967157497283492,1.01117148757683,0.878760993706576,1.07881661137245,1.10122791242095,1.14121578714183
FBgn0000490,1.23433165635148,1.20004343226893,1.30563818856895,1.22035661126571,1.25418695748756,1.1617989379536
FBgn0000492,0.521207669895283,0.4934707380644,0.337442687897645,0.417283651982442,0.493058567353311,0.411088296056062
FBgn0000497,0.23194949583929,0.267299180998682,0.175292871446655,0.18183473053278,0.263646718730919,0.332524906212982
FBgn0000499,1.2787731437648,1.21382255926846,1.29083998152102,1.50507456739368,1.5821774809618,1.52378975107159
FBgn0000504,0.336095133725761,0.384921407305169,0.275303290643676,0.296700941315511,0.26525638054825,0.24743214688406
FBgn0000520,0.8659045185645,0.808411526083279,0.886164486994947,1.05270852074215,1.16584444291175,1.10418556120802
FBgn0000524,1.0735345884162,1.00551545952449,1.04179871855922,1.11437402563563,1.17657490951261,1.13204915301084
FBgn0000536,1.13231781576528,1.04086347113322,1.00155502702995,1.19634108058592,1.27777623086482,1.28294444046285
FBgn0000541,1.9563383437735,1.89418950058231,1.9276765353696,1.87151849939188,1.88598161988102,1.85813586725214
FBgn0000542,1.79244026472084,1.66843897938772,1.7604465423695,1.66019023229122,1.74380463991996,1.7229970892376
FBgn0000547,2.22690743143928,2.19592581717203,2.19251594262182,2.17066258954156,2.23041271248245,2.20790172485815
FBgn0000556,3.92896863359696,3.94664273275421,3.95439684923446,3.916352177218,3.92427723287816,3.95925447788142
FBgn0000557,0.641846769580147,0.705118189327066,0.736104191473501,0.536191409682485,0.669250940916462,0.707664177905955
FBgn0000559,3.63873436458105,3.65687979121179,3.62245298708942,3.65858655041804,3.56891984314027,3.63085206412905
FBgn0000562,0.19388478318108,0.161972598340534,0.211552750944699,0.132039604048142,0.199895532585359,0.171663863945226
FBgn0000575,2.26951067000322,2.3459005992468,2.37375661999039,2.29491653456999,2.41701948102303,2.22908228397012
FBgn0000576,1.0464848238668,1.07393251282784,1.10396246589891,0.990599486474254,1.08645468874036,1.07304982885622
FBgn0000577,0.957442252533399,0.960499697824915,0.639921163803395,0.777768395858567,0.857802064669544,0.585838119679915
FBgn0000578,2.1520851510249,2.11879539868349,2.06616040339485,2.01914436283379,2.06417324207397,2.05817817811757
FBgn0000581,2.02191164115665,1.94875001962256,2.0567071413973,1.9213182405394,2.03007446668927,2.02155741232946
FBgn0000588,1.71484911847832,1.66346607910415,1.59927212052496,1.68137406593323,1.69228521515373,1.61954245738561
FBgn0000591,1.17357526863674,1.2028572561248,1.16472945778663,1.08662438493132,1.12968654154646,1.17982598223795
FBgn0000606,1.59807925699376,1.58727101628739,1.7891319726559,1.60523314990525,1.82001970765483,1.6284684242114
FBgn0000615,0.474382954528087,0.457098249502482,0.648194850082425,0.65560111543397,0.448669998385121,0.673438864222258
FBgn0000617,1.71926031050391,1.74281037188287,1.78250118203113,1.87270045533611,1.91677501824511,1.84851899388163
FBgn0000618,1.77487585120548,1.79126145369196,1.66934694535114,1.87602668585662,1.73178334031118,1.792980627606
FBgn0000629,1.78467458862599,1.75897863545587,1.67126156307075,1.75978451450311,1.70555726414822,1.69152712728338
FBgn0000633,0.315209979581026,0.260185673527187,0.112446133294999,0.120828839884657,0.248795683772542,0.350520917677691
FBgn0000635,0.482386872591925,0.547271222596821,0.473909526386336,0.546694516616501,0.517728473038224,0.520577455960479
FBgn0000640,0.108882172875499,0.165329811088645,0.146999781875921,0.110674540935782,0.15881765950935,0.307875825990652
FBgn0000644,0.0410210069700414,0,0,0.0649806998743947,0.0648041636332698,0.0927150317950736
FBgn0000658,1.05989471082899,1.02976372058239,1.31785415509797,1.23833700808471,1.257723513625,1.46295023395991
FBgn0000659,1.34634354507169,1.46268449281189,1.72107157075682,1.57140096743974,1.6207565796623,1.54539745516929
FBgn0000662,1.92065375498526,1.89200975664636,1.92913232965599,1.81017646618777,1.84403024384794,1.78301029320159
FBgn0000667,1.27208595036061,1.29080959170722,1.24350527185219,1.33263344465999,1.34747513326072,1.31226896767402
FBgn0000709,1.32322538147076,1.21544797088708,1.29725832083983,1.44897336752914,1.49441804176162,1.4312417746182
FBgn0000711,1.41674256286931,1.45570257456907,1.54143839987707,1.49189658322224,1.49729070923901,1.46485175056466
FBgn0000719,1.15996524436519,1.25301405401724,1.18859292140207,1.32693366945992,1.31097891834565,1.45275420145674
FBgn0000721,1.2819840448034,1.39105873985175,1.42915000146128,1.37599965527717,1.37850344530396,1.53944662232651
FBgn0000723,1.51420354084134,1.51059554091489,1.59728587893192,1.45591256613975,1.56780403347114,1.74937317242229
FBgn0000808,0.090073147360874,0.19364404898729,0.100047461535842,0.147338339471451,0.103799617366662,0.154179214063609
FBgn0000927,0.0847724703786057,0.0829863196126501,0.138314384478743,0.108351883025347,0.0685123878065134,0.189610450952159
FBgn0001075,0.960128725153845,0.816243488034806,0.715203589383457,0.739118510947998,0.9114422847081,1.02671450277044
FBgn0001077,2.28623869304559,2.29621795698276,2.2902815611584,2.22261368462623,2.25824467692001,2.18324518929561
FBgn0001078,0.0677368587566767,0.174560717264011,0.288058201338787,0.179045106045229,0.171114793854103,0.224479452286148
FBgn0001079,1.4406848117745,1.58330522543532,1.50458549023453,1.59184843553936,1.63635671559798,1.59247195508072
FBgn0001083,0.316105438282382,0.464433952989793,0.251160842502084,0.370952158202522,0.36941922293004,0.520341757979483
FBgn0001084,1.17637105722217,1.17018523761973,1.22510317560585,1.1308201953341,1.14284970573088,1.11375603077102
FBgn0001085,1.59503826272893,1.52711123439708,1.56370077570751,1.51785385045851,1.66504447021459,1.70407111780444
FBgn0001087,0.526918080084494,0.430901396619976,0.551226937802266,0.565852067185712,0.573714174930047,0.676336243993225
FBgn0001089,0.168393464315275,0.276737459201161,0.0932241062837981,0.231459905351849,0.148297184093869,0.319233100503199
FBgn0001092,1.12763198400799,1.18510350278242,1.09296838146092,1.17771205792476,1.18172136828174,1.05784427260698
FBgn0001098,2.18073469110143,2.26008403483804,2.3673220093179,2.22222350909164,2.25236177726559,2.36548592011524
FBgn0001104,2.50213721088722,2.58497285680932,2.55574493957352,2.62083879841743,2.51192693122452,2.48113570176986
FBgn0001105,2.35751204225003,2.34486546556985,2.31554176864114,2.34858402271292,2.39730971681795,2.2946953916072
FBgn0001108,1.22600284911414,1.09437706207982,1.22319294539177,1.13559228297163,1.17374710786967,1.2388260780189
FBgn0001112,0.268654013558601,0.34279739422308,0.315507060796494,0.257058362802173,0.2376475241325,0.404276984241504
FBgn0001114,0.103339427498331,0.0814574879489195,0.0712286021140652,0.0531906537548548,0.0709970594002668,0.122989707595773
FBgn0001120,0.295135889916755,0.49734631550985,0.435635446841405,0.480239990138382,0.350995369621672,0.513779953582434
FBgn0001122,1.64086097563882,1.66392411046895,1.71709218198352,1.6856622151364,1.73419884787405,1.67528300023665
FBgn0001123,2.13989638545356,2.11742594657242,2.1048891187589,2.14731852843484,2.07884124860988,2.04331412172246
FBgn0001125,0.2160037706207,0.195480092847502,0.316387445449652,0.246953071872203,0.23549940880573,0.263210559287554
FBgn0001137,0.503939325195194,0.572971223037317,0.540816312518352,0.515575163572304,0.594324030319306,0.465018605287007
FBgn0001138,1.05744452678589,1.06472810376732,1.02787146695846,1.02805117061617,1.10133900968692,0.949235243364703
FBgn0001139,2.21627185985305,2.25612326242749,2.35615476229974,2.28583961440816,2.37372550593259,2.27466008597488
FBgn0001142,1.58450168542348,1.59275719101251,1.73669536933294,1.66059650196252,1.70710148132896,1.69316555512872
FBgn0001148,1.25130362401199,1.23644381766438,0.850962315917928,1.12189848152021,1.05893116734579,0.840572208728035
FBgn0001149,0.276068463214238,0.336027225430311,0.443478750822307,0.556947431521565,0.180936336959482,0.734407988033377
FBgn0001168,1.88050198851783,1.90042498703057,1.97028271773357,1.87374242415647,1.96424426693465,1.87061129867662
FBgn0001169,0.952273691286896,0.918152582916056,1.04355399341678,0.949621487339011,1.03421244955091,0.983108974791876
FBgn0001179,1.65729884628593,1.61824718817198,1.65806621929572,1.6574081198358,1.63386020436115,1.67379128518242
FBgn0001186,0.193398451590718,0.210359726343399,0.246226692356969,0.320975847744167,0.243403198837443,0.213467285591756
FBgn0001189,1.25322997567991,1.25638109742743,1.18000477789881,1.244193000579,1.3057137036502,1.32793262108436
FBgn0001197,3.28225912279672,3.29787179371712,3.27516593416538,3.34510855921075,3.28720944800812,3.32775351752404
FBgn0001205,0.671706169502419,0.653391985073017,0.67435245212774,0.648608414927639,0.717043318482865,0.822415439034982
FBgn0001206,1.43750816203429,1.50972351099214,1.59388876401002,1.24937639386485,1.305008657614,1.33788212806578
FBgn0001215,2.90230102467712,2.88469691459603,2.87701750058342,2.87136682850814,2.88287895006684,2.90584155603444
FBgn0001216,0.174963816054621,0.0160839535404152,0.110056446477896,0.0833524541129009,0.262497127251702,0.427437094022934
FBgn0001217,1.04655708492859,0.0124791003752621,0.990740014395604,0.983634404702537,1.31863831085091,1.28457065564852
FBgn0001218,2.20511830067359,2.09381258786485,2.19255676030611,1.97003602125971,1.97375388120956,1.97667634306827
FBgn0001219,3.36786135489448,3.41170348793168,3.37919760963918,3.35578297964712,3.38778584190502,3.397239967129
FBgn0001220,1.26698059677893,1.27753550403584,1.20167946051057,1.18139749277085,1.26917541764755,1.24631246395453
FBgn0001222,1.82167059931212,1.76258037507297,1.78621530539589,1.78079308284695,1.80385842722877,1.7473521368531
FBgn0001224,1.94395369036066,2.02384028572622,2.18017297950497,1.99324462248291,1.77410256062839,2.12681816667008
FBgn0001226,0.911748486546662,1.22109850969713,1.05766682646572,1.12271543921072,1.15602283347759,1.10688748808452
FBgn0001227,0.316724984190499,0.455485466920792,0.395030937390167,0.408491138808589,0.36463690775113,0.55862146295997
FBgn0001230,0.314741885102975,0.165343760162817,0.391174079850852,0.248741312588933,0.411534690389395,0.30165471303815
FBgn0001233,2.1167679518332,2.06818892778014,2.05436501077852,2.1768394941604,2.35639272312374,2.29508891496705
FBgn0001234,2.03000678671962,2.02921994470841,2.16202425227056,2.03466747721398,2.03653260144126,2.04049270449563
FBgn0001235,2.44461673959679,2.39381467652274,2.4473692843833,2.4446564951909,2.51279086934368,2.37307512903813
FBgn0001247,1.33934515037852,1.25867362403835,1.25599823179705,1.27293031992165,1.23367067288756,1.19464047709162
FBgn0001248,0.78370495842344,0.874631388704512,1.14127991066168,1.05720551521375,1.02013346694496,1.04017816194426
FBgn0001250,1.29359983789033,1.28063945864957,1.13556574353049,1.18348161383672,1.32108042690222,1.38417636227433
FBgn0001254,1.72207415281133,1.77133414204192,1.5711189668848,1.69066331558949,1.76167835551228,1.70342867946779
FBgn0001255,0.663883083609456,0.625171333787325,0.656230579336808,0.549164558974241,0.616671243636533,0.589223085829117
FBgn0001256,0.385920353292309,0.430775620893375,0.282429956800421,0.413955405728959,0.294230937963736,0.297632501166309
FBgn0001258,1.04617480768079,1.07338493344662,1.0169892812296,0.983280021379988,1.19825080414716,1.06284214456706
FBgn0001263,0.0425841746190829,0.0208168870289072,0.0594907138731013,0,0.0710947795817429,0.0515993263184578
FBgn0001296,0.984706304790371,0.979867286485967,0.782717078914071,0.798495265890944,0.908159873349221,0.896843114770541
FBgn0001297,0.480674409207202,0.701374106575478,0.524622623229662,0.550629553654215,0.471662023935033,0.457881291445094
FBgn0001301,2.07135020107905,2.02711872195351,2.05144305125547,1.98146683565856,2.02028957669856,2.07491048373191
FBgn0001308,0.523054425290046,0.430383888486693,0.618005607028912,0.554052344219502,0.621904205583448,0.622432151921641
FBgn0001311,0.573010345251634,0.743330208777294,0.495915341250055,0.409828170233041,0.520998747010065,0.32111499075942
FBgn0001316,1.59495472480148,1.52405846161671,1.47826492417238,1.40604425668603,1.52820146594163,1.54591299842992
FBgn0001319,0.611143153472942,0.660771497130339,0.46685087079001,0.586700251553349,0.554247293004781,0.550371096259118
FBgn0001320,1.67360541883518,1.75076854647972,1.75206726427715,1.62633519277166,1.76340875688649,1.62499924465994
FBgn0001321,0,0,0,0.0111020664942674,0.0114875518328144,0.0161739227349301
FBgn0001324,1.36947355513041,1.2806076182516,1.27526423621848,1.2179481542401,1.3388155743877,1.33369230464064
FBgn0001325,2.14057382015794,2.11829527778048,2.24037934850463,2.17283445234991,2.20669050611719,2.24692434991232
FBgn0001330,1.00426000922717,0.92358644762148,0.950572068567729,1.18836100046591,1.26431894764181,1.18694470141319
FBgn0001337,1.48187760806713,1.52352938234969,1.6422559989465,1.59816409137483,1.62504689442252,1.6518398001034
FBgn0001491,2.41647107448446,2.40149845453187,2.39856727081556,2.52875656899848,2.41412846198517,2.43180003503924
FBgn0001565,2.13184866083505,2.20262279130026,2.1948997826648,2.17864307374678,2.17632655106686,2.1966174925489
FBgn0001612,0.279481918913034,0.335185001804366,0.35135773402153,0.440478665547069,0.40718535210485,0.501399166677585
FBgn0001941,1.29969999727279,1.38391420159297,1.3465337363587,1.32872011582421,1.36719102557586,1.37208677761424
FBgn0001942,3.33394153866847,3.32214261554916,3.32160738135427,3.33530474707023,3.31541774517596,3.34541485816174
FBgn0001965,1.58984073495182,1.52474536473697,1.5135579615275,1.45780209724964,1.5681122501876,1.54447881669093
FBgn0001970,1.20552606672672,1.29493604611871,1.23104423746776,0.938503413810147,1.03193035431424,0.970801995904292
FBgn0001974,2.01049818124612,2.09846817308049,2.11728657525924,2.07432441492596,2.08057645721161,2.05902944901151
FBgn0001978,1.33275402682825,1.30639227729493,1.4065493771609,1.26084548382064,1.31560824051232,1.38988545985974
FBgn0001981,1.43422856805005,1.39173520161218,1.34573767953131,1.40969045898931,1.42826020275944,1.39387187858366
FBgn0001986,1.97123296468071,2.00733774788017,1.98407230799629,1.95672508507628,1.9822645376147,1.98422687568768
FBgn0001987,1.43181636869854,1.38772671883453,1.41241434343163,1.41730285851161,1.30830367325154,1.39265902556318
FBgn0001990,1.76034035931864,1.81754257676421,1.72424286196586,1.74814931878554,1.69369407668633,1.68780973500721
FBgn0001992,0.470845449687845,0.5063433256972,0.406951288214139,0.421566911558199,0.381711126667852,0.404151304226041
FBgn0001994,2.25240601873966,2.22946312753148,2.27625305598246,2.23868997050617,2.31215354578258,2.21493635880743
FBgn0001995,1.79848102343687,1.93288142451238,1.90906156138657,1.90432099643602,1.85124253644199,1.88990345853409
FBgn0002021,1.25075532870929,1.25709204939744,1.20219246558473,1.19237088921343,1.17261915857685,1.1962235097786
FBgn0002036,0.218447797233044,0.192773680306166,0.103254863770798,0.0703534008807132,0.141000822726709,0.145554698891741
FBgn0002044,1.31900075356507,1.28439711702255,1.32880092970979,1.27367306323387,1.37080739229538,1.29813226991952
FBgn0002069,1.09285810274062,1.06232008774663,1.0835992145265,1.04799208765323,1.09418072160378,1.09405120086097
FBgn0002121,2.56795701823157,2.57751230655468,2.5904289730533,2.54297317394413,2.52562547617078,2.45941883566651
FBgn0002174,0.914266606632082,0.921179120934459,0.958634396601266,0.865627005153822,1.02435318357184,0.902598195867224
FBgn0002183,1.47611500216541,1.39215545324187,1.28118138868832,1.3793261167832,1.35799497738492,1.42675501595311
FBgn0002283,1.69473643254713,1.61947473673581,1.66466355813954,1.6418886638166,1.6561213254213,1.63558123096312
FBgn0002306,0.644219811459293,0.621429407910959,0.685669021768622,0.617394698625581,0.825894370964814,0.842670136406165
FBgn0002413,1.56243534916296,1.54130884891324,1.52672755175084,1.51885814632131,1.4343358872511,1.49062893958017
FBgn0002431,2.1903425441893,2.06444932571438,2.11997935030595,2.03087453571584,2.10292677186158,2.09444670544142
FBgn0002441,1.55475982826789,1.50919210182765,1.5580796600763,1.36417279754879,1.52092395775747,1.48613399471707
FBgn0002466,2.29874552610581,2.27421403825245,2.27519489040731,2.26253343887015,2.23889674026049,2.29666442037518
FBgn0002524,0.950223247396178,0.913461136220217,0.806825439271727,0.804558321021825,0.828141397793219,0.828534293812622
FBgn0002525,2.52666617807205,2.47940342683258,2.49788382152864,2.45000485372319,2.53790868141372,2.45999365078119
FBgn0002526,0.659621311906576,0.654742200604018,0.531044405268237,0.57142557479583,0.700383588172941,0.824407350396401
FBgn0002528,1.61248144012219,1.44530507530043,1.60600082527294,1.21194393148967,1.49392249069258,1.66356123155896
FBgn0002531,0,0,0,0,0,0.0809275751299346
FBgn0002542,1.57847141842379,1.52412446353537,1.45927359845283,1.48744473500682,1.4513906482549,1.48991151967365
FBgn0002543,2.21088425124016,2.10639922361838,2.18194983423565,2.02633200840709,2.21492312338805,2.18912495967234
FBgn0002552,1.61391829746495,1.58000026693448,1.54756831110992,1.52610688059923,1.57609212961206,1.51233052082758
