dataset	taxaID	locus	gene	score	essentiality	pmid	Ref_db
110	7227	FBgn0260294	GSd079	1	E	NULL	flybase
110	7227	FBgn0260295	GSd417	1	E	NULL	flybase
110	7227	FBgn0260296	GSd421	1	E	NULL	flybase
110	7227	FBgn0260297	GSd232	1	E	NULL	flybase
110	7227	FBgn0260298	GSd416	1	E	NULL	flybase
110	7227	FBgn0260299	GSd498	1	E	NULL	flybase
110	7227	FBgn0260300	GSd088	1	E	NULL	flybase
110	7227	FBgn0260301	GSd207	1	E	NULL	flybase
110	7227	FBgn0260302	GSd330	1	E	NULL	flybase
110	7227	FBgn0260303	GSd483	1	E	NULL	flybase
110	7227	FBgn0260304	GSd460	1	E	NULL	flybase
110	7227	FBgn0260305	GSd315	1	E	NULL	flybase
110	7227	FBgn0260306	GSd214	1	E	NULL	flybase
110	7227	FBgn0260307	GSd328	1	E	NULL	flybase
110	7227	FBgn0260308	GSd233	1	E	NULL	flybase
110	7227	FBgn0260309	GSd411	1	E	NULL	flybase
110	7227	FBgn0260310	GSd459	1	E	NULL	flybase
110	7227	FBgn0260311	GSd477	1	E	NULL	flybase
110	7227	FBgn0260312	GSd306	1	E	NULL	flybase
110	7227	FBgn0260313	GSd445	1	E	NULL	flybase
110	7227	FBgn0260314	GSd216	1	E	NULL	flybase
110	7227	FBgn0260315	GSd410	1	E	NULL	flybase
110	7227	FBgn0260316	GSd479	1	E	NULL	flybase
110	7227	FBgn0260317	GSd225	1	E	NULL	flybase
110	7227	FBgn0260318	GSd317	1	E	NULL	flybase
110	7227	FBgn0260319	GSd312	1	E	NULL	flybase
110	7227	FBgn0260320	GSd404	1	E	NULL	flybase
110	7227	FBgn0260321	GSd206	1	E	NULL	flybase
110	7227	FBgn0260322	GSd457	1	E	NULL	flybase
110	7227	FBgn0260323	GSd488	1	E	NULL	flybase
110	7227	FBgn0260324	GSd327	1	E	NULL	flybase
110	7227	FBgn0260325	GSd303	1	E	NULL	flybase
110	7227	FBgn0260326	GSd243	1	E	NULL	flybase
110	7227	FBgn0260327	GSd031	1	E	NULL	flybase
110	7227	FBgn0260328	GSd056	1	E	NULL	flybase
110	7227	FBgn0260329	GSd220	1	E	NULL	flybase
110	7227	FBgn0260330	GSd482	1	E	NULL	flybase
110	7227	FBgn0260331	GSd113	1	E	NULL	flybase
110	7227	FBgn0260332	GSd204	1	E	NULL	flybase
110	7227	FBgn0260333	GSd423	1	E	NULL	flybase
110	7227	FBgn0260334	GSd414	1	E	NULL	flybase
110	7227	FBgn0260335	GSd452	1	E	NULL	flybase
110	7227	FBgn0260336	GSd433	1	E	NULL	flybase
110	7227	FBgn0260337	GSd057	1	E	NULL	flybase
110	7227	FBgn0260338	GSd429	1	E	NULL	flybase
110	7227	FBgn0260339	GSd434	1	E	NULL	flybase
110	7227	FBgn0260340	GSd424	1	E	NULL	flybase
110	7227	FBgn0260341	GSd427	0.25	C	NULL	flybase
110	7227	FBgn0260342	GSd033	1	E	NULL	flybase
110	7227	FBgn0260343	GSd247	1	E	NULL	flybase
110	7227	FBgn0260344	GSd441	1	E	NULL	flybase
110	7227	FBgn0260345	GSd405	1	E	NULL	flybase
110	7227	FBgn0260346	GSd497	1	E	NULL	flybase
110	7227	FBgn0260347	GSd456	1	E	NULL	flybase
110	7227	FBgn0260348	GSd484	1	E	NULL	flybase
110	7227	FBgn0260349	GSd314	1	E	NULL	flybase
110	7227	FBgn0260350	GSd302	1	E	NULL	flybase
110	7227	FBgn0260351	GSd489	1	E	NULL	flybase
110	7227	FBgn0260352	GSd428	1	E	NULL	flybase
110	7227	FBgn0260353	GSd112	1	E	NULL	flybase
110	7227	FBgn0260354	GSd201	1	E	NULL	flybase
110	7227	FBgn0260355	GSd229	1	E	NULL	flybase
110	7227	FBgn0260356	GSd236	1	E	NULL	flybase
110	7227	FBgn0260357	GSd420	1	E	NULL	flybase
110	7227	FBgn0260358	GSd238	1	E	NULL	flybase
110	7227	FBgn0260359	GSd458	1	E	NULL	flybase
110	7227	FBgn0260360	GSd231	1	E	NULL	flybase
110	7227	FBgn0260361	GSd431	1	E	NULL	flybase
110	7227	FBgn0260362	GSd472	1	E	NULL	flybase
110	7227	FBgn0260363	GSd248	1	E	NULL	flybase
110	7227	FBgn0260364	GSd500	1	E	NULL	flybase
110	7227	FBgn0260365	GSd419	1	E	NULL	flybase
110	7227	FBgn0260366	GSd234	1	E	NULL	flybase
110	7227	FBgn0260367	GSd426	1	E	NULL	flybase
110	7227	FBgn0260368	GSd203	1	E	NULL	flybase
110	7227	FBgn0260369	GSd205	1	E	NULL	flybase
110	7227	FBgn0260370	GSd309	1	E	NULL	flybase
110	7227	FBgn0260371	GSd413	1	E	NULL	flybase
110	7227	FBgn0260372	GSd485	1	E	NULL	flybase
110	7227	FBgn0260373	GSd480	1	E	NULL	flybase
110	7227	FBgn0260374	GSd034	1	E	NULL	flybase
110	7227	FBgn0260375	GSd446	1	E	NULL	flybase
110	7227	FBgn0260376	GSd468	1	E	NULL	flybase
110	7227	FBgn0260377	GSd230	1	E	NULL	flybase
110	7227	FBgn0260378	GSd469	1	E	NULL	flybase
110	7227	FBgn0260379	GSd246	1	E	NULL	flybase
110	7227	FBgn0260380	GSd406	1	E	NULL	flybase
110	7227	FBgn0260381	GSd439	1	E	NULL	flybase
110	7227	FBgn0260382	GSd462	1	E	NULL	flybase
110	7227	FBgn0260383	GSd319	1	E	NULL	flybase
110	7227	FBgn0260384	GSd464	1	E	NULL	flybase
110	7227	FBgn0260385	GSd481	1	E	NULL	flybase
110	7227	FBgn0260386	mtg	0.51	C	NULL	flybase
110	7227	FBgn0260388	CG42514	0	NE	NULL	flybase
110	7227	FBgn0260393	CG17147	0	NE	NULL	flybase
110	7227	FBgn0260397	Su(var)3-3	0.25	C	NULL	flybase
110	7227	FBgn0260398	Pbp49	0	NE	NULL	flybase
110	7227	FBgn0260399	gwl	0.206	C	NULL	flybase
110	7227	FBgn0260400	elav	0.429	C	NULL	flybase
110	7227	FBgn0260401	MED9	0.25	C	NULL	flybase
110	7227	FBgn0260407	mRpS23	0.25	C	NULL	flybase
110	7227	FBgn0260438	rad201	0	NE	NULL	flybase
110	7227	FBgn0260439	Pp2A-29B	0.36	C	NULL	flybase
110	7227	FBgn0260440	spdo	0.765	C	NULL	flybase
110	7227	FBgn0260442	rhea	0.79	C	NULL	flybase
110	7227	FBgn0260444	Not10	0	NE	NULL	flybase
110	7227	FBgn0260447	CR11386	0	NE	NULL	flybase
110	7227	FBgn0260450	CalpC	0	NE	NULL	flybase
110	7227	FBgn0260452	CG13984	0	NE	NULL	flybase
110	7227	FBgn0260456	CG4806	0.25	C	NULL	flybase
110	7227	FBgn0260459	CG14106	0	NE	NULL	flybase
110	7227	FBgn0260461	Rcd7	0	NE	NULL	flybase
110	7227	FBgn0260462	CG12163	0	NE	NULL	flybase
110	7227	FBgn0260464	CG9288	0	NE	NULL	flybase
110	7227	FBgn0260467	CG7071	0	NE	NULL	flybase
110	7227	FBgn0260468	CG7950	0.25	C	NULL	flybase
110	7227	FBgn0260470	SP555	0	NE	NULL	flybase
110	7227	FBgn0260474	CG30002	0	NE	NULL	flybase
110	7227	FBgn0260475	CG30059	0	NE	NULL	flybase
110	7227	FBgn0260477	CG30283	0.25	C	NULL	flybase
110	7227	FBgn0260481	CG32454	0	NE	NULL	flybase
110	7227	FBgn0260482	CG32599	0	NE	NULL	flybase
110	7227	FBgn0260486	Ziz	0	NE	NULL	flybase
110	7227	FBgn0260487	CG42534	0.111	C	NULL	flybase
110	7227	FBgn0260499	qvr	0	NE	NULL	flybase
110	7227	FBgn0260503	Pkc53E::Pkn	1	E	NULL	flybase
110	7227	FBgn0260504	Pkc98E::Pkn	1	E	NULL	flybase
110	7227	FBgn0260584	2L3267	1	E	NULL	flybase
110	7227	FBgn0260585	2L2870	1	E	NULL	flybase
110	7227	FBgn0260586	2L2677	1	E	NULL	flybase
110	7227	FBgn0260587	2L2436	1	E	NULL	flybase
110	7227	FBgn0260588	2L3186	1	E	NULL	flybase
110	7227	FBgn0260589	2L3189	1	E	NULL	flybase
110	7227	FBgn0260590	2L3081	1	E	NULL	flybase
110	7227	FBgn0260591	2L3298	1	E	NULL	flybase
110	7227	FBgn0260592	2L2475	1	E	NULL	flybase
110	7227	FBgn0260593	2L2653	1	E	NULL	flybase
110	7227	FBgn0260594	2L1683	1	E	NULL	flybase
110	7227	FBgn0260595	2L2828	1	E	NULL	flybase
110	7227	FBgn0260596	2L2985	1	E	NULL	flybase
110	7227	FBgn0260597	2L3073	1	E	NULL	flybase
110	7227	FBgn0260598	2L2845	1	E	NULL	flybase
110	7227	FBgn0260599	2L2718	1	E	NULL	flybase
110	7227	FBgn0260600	2L2775	1	E	NULL	flybase
110	7227	FBgn0260601	2L1710	1	E	NULL	flybase
110	7227	FBgn0260602	2L1685	1	E	NULL	flybase
110	7227	FBgn0260603	2L0948	1	E	NULL	flybase
110	7227	FBgn0260604	2L2921	1	E	NULL	flybase
110	7227	FBgn0260605	2L1561	1	E	NULL	flybase
110	7227	FBgn0260606	2L1540	1	E	NULL	flybase
110	7227	FBgn0260607	2L1809	1	E	NULL	flybase
110	7227	FBgn0260608	2L2938	1	E	NULL	flybase
110	7227	FBgn0260609	2L2615	1	E	NULL	flybase
110	7227	FBgn0260610	2L3011	1	E	NULL	flybase
110	7227	FBgn0260611	2L1794	1	E	NULL	flybase
110	7227	FBgn0260612	2L2468	0	NE	NULL	flybase
110	7227	FBgn0260613	2L2366	0	NE	NULL	flybase
110	7227	FBgn0260614	2L883	0	NE	NULL	flybase
110	7227	FBgn0260615	2L3064	0	NE	NULL	flybase
110	7227	FBgn0260616	2L3194	1	E	NULL	flybase
110	7227	FBgn0260617	2L1748	1	E	NULL	flybase
110	7227	FBgn0260618	2L1682	1	E	NULL	flybase
110	7227	FBgn0260619	2L2983	1	E	NULL	flybase
110	7227	FBgn0260620	2L2834	1	E	NULL	flybase
110	7227	FBgn0260621	2L2798	1	E	NULL	flybase
110	7227	FBgn0260622	2L2686	1	E	NULL	flybase
110	7227	FBgn0260623	2L3328	1	E	NULL	flybase
110	7227	FBgn0260624	2L1738	0	NE	NULL	flybase
110	7227	FBgn0260632	dl	0.885	C	NULL	flybase
110	7227	FBgn0260634	eIF4G2	0	NE	NULL	flybase
110	7227	FBgn0260635	Diap1	0.587	C	NULL	flybase
110	7227	FBgn0260636	l(3)72-73a	1	E	NULL	flybase
110	7227	FBgn0260639	gammaTub23C	0.49	C	NULL	flybase
110	7227	FBgn0260642	Antp	0.656	C	NULL	flybase
110	7227	FBgn0260648	Rrp40	0	NE	NULL	flybase
110	7227	FBgn0260653	serp	0.444	C	NULL	flybase
110	7227	FBgn0260655	l(3)76BDm	0.562	C	NULL	flybase
110	7227	FBgn0260657	CG42540	0	NE	NULL	flybase
110	7227	FBgn0260658	CG42541	0	NE	NULL	flybase
110	7227	FBgn0260659	CG42542	0	NE	NULL	flybase
110	7227	FBgn0260660	Mp	0	NE	NULL	flybase
110	7227	FBgn0260741	CG3281	0	NE	NULL	flybase
110	7227	FBgn0260742	CG12213	0	NE	NULL	flybase
110	7227	FBgn0260743	GC1	0.25	C	NULL	flybase
110	7227	FBgn0260745	mfas	0.062	C	NULL	flybase
110	7227	FBgn0260746	Ect3	0	NE	NULL	flybase
110	7227	FBgn0260747	Chchd2	0	NE	NULL	flybase
110	7227	FBgn0260748	CG5004	0.25	C	NULL	flybase
110	7227	FBgn0260749	Utx	0.562	C	NULL	flybase
110	7227	FBgn0260750	Mulk	0	NE	NULL	flybase
110	7227	FBgn0260753	Pdfr	0	NE	NULL	flybase
110	7227	FBgn0260756	CG42554	0.25	C	NULL	flybase
110	7227	FBgn0260758	CG42556	0	NE	NULL	flybase
110	7227	FBgn0260764	CG42562	0	NE	NULL	flybase
110	7227	FBgn0260766	CG42564	0	NE	NULL	flybase
110	7227	FBgn0260767	CG42565	0	NE	NULL	flybase
110	7227	FBgn0260771	Larp7	0	NE	NULL	flybase
110	7227	FBgn0260779	GatA	0.64	C	NULL	flybase
110	7227	FBgn0260780	wisp	0.734	C	NULL	flybase
110	7227	FBgn0260789	mxc	0.479	C	NULL	flybase
110	7227	FBgn0260793	2mit	0	NE	NULL	flybase
110	7227	FBgn0260794	ctrip	0.36	C	NULL	flybase
110	7227	FBgn0260795	NaPi-III	0.25	C	NULL	flybase
110	7227	FBgn0260798	Gprk1	0	NE	NULL	flybase
110	7227	FBgn0260799	p120ctn	0.25	C	NULL	flybase
110	7227	FBgn0260800	l(2)GSG317	1	E	NULL	flybase
110	7227	FBgn0260816	EY13010	1	E	NULL	flybase
110	7227	FBgn0260817	gkt	0.562	C	NULL	flybase
110	7227	FBgn0260855	Sec22	0.111	C	NULL	flybase
110	7227	FBgn0260856	Membrin	0.444	C	NULL	flybase
110	7227	FBgn0260857	Bet1	0.25	C	NULL	flybase
110	7227	FBgn0260858	Ykt6	0.444	C	NULL	flybase
110	7227	FBgn0260859	Bet3	0.111	C	NULL	flybase
110	7227	FBgn0260861	Trs23	0.25	C	NULL	flybase
110	7227	FBgn0260862	Vti1a	0	NE	NULL	flybase
110	7227	FBgn0260866	dnr1	0	NE	NULL	flybase
110	7227	FBgn0260874	Ir76a	0	NE	NULL	flybase
110	7227	FBgn0260932	cuff	0	NE	NULL	flybase
110	7227	FBgn0260933	rempA	0.111	C	NULL	flybase
110	7227	FBgn0260934	par-1	0.147	C	NULL	flybase
110	7227	FBgn0260935	Vps15	1	E	NULL	flybase
110	7227	FBgn0260936	scny	0.326	C	NULL	flybase
110	7227	FBgn0260938	tay	0.734	C	NULL	flybase
110	7227	FBgn0260940	lsn	0.562	C	NULL	flybase
110	7227	FBgn0260941	app	0	NE	NULL	flybase
110	7227	FBgn0260942	bond	0	NE	NULL	flybase
110	7227	FBgn0260943	Rbp6	0.027	C	NULL	flybase
110	7227	FBgn0260944	Rbp1	0.111	C	NULL	flybase
110	7227	FBgn0260945	Atg1	0.694	C	NULL	flybase
110	7227	FBgn0260959	MCPH1	0.206	C	NULL	flybase
110	7227	FBgn0260960	Baldspot	0.479	C	NULL	flybase
110	7227	FBgn0260962	pic	0.951	C	NULL	flybase
110	7227	FBgn0260964	Vmat	0.562	C	NULL	flybase
110	7227	FBgn0260965	CG42588	0.25	C	NULL	flybase
110	7227	FBgn0260970	Ubr3	0.64	C	NULL	flybase
110	7227	FBgn0260971	CG42594	0.25	C	NULL	flybase
110	7227	FBgn0260972	alc	1	E	NULL	flybase
110	7227	FBgn0260985	RfC4	0.765	C	NULL	flybase
110	7227	FBgn0260986	mei-38	0	NE	NULL	flybase
110	7227	FBgn0260987	vtd	1	E	NULL	flybase
110	7227	FBgn0260988	FHV\\A	0	NE	NULL	flybase
110	7227	FBgn0260989	FHV\\gp1	0	NE	NULL	flybase
110	7227	FBgn0260990	yata	0	NE	NULL	flybase
110	7227	FBgn0260991	Incenp	0.444	C	NULL	flybase
110	7227	FBgn0261004	asl	0.14	C	NULL	flybase
110	7227	FBgn0261015	Pif1A	0	NE	NULL	flybase
110	7227	FBgn0261016	clos	0	NE	NULL	flybase
110	7227	FBgn0261019	moi	0.562	C	NULL	flybase
110	7227	FBgn0261020	wol	0.64	C	NULL	flybase
110	7227	FBgn0261041	stj	0.694	C	NULL	flybase
110	7227	FBgn0261046	Dscam3	0	NE	NULL	flybase
110	7227	FBgn0261049	Vps45	1	E	NULL	flybase
110	7227	FBgn0261053	Cad86C	0	NE	NULL	flybase
110	7227	FBgn0261064	Rbsn-5	0.734	C	NULL	flybase
110	7227	FBgn0261065	Cpsf73	0.444	C	NULL	flybase
110	7227	FBgn0261067	LSm1	0	NE	NULL	flybase
110	7227	FBgn0261068	LSm7	0.444	C	NULL	flybase
110	7227	FBgn0261084	Hsap\\TARDBP	0.278	C	NULL	flybase
110	7227	FBgn0261085	Syt12	0	NE	NULL	flybase
110	7227	FBgn0261086	Syt14	0	NE	NULL	flybase
110	7227	FBgn0261089	Sytalpha	0	NE	NULL	flybase
110	7227	FBgn0261090	Sytbeta	0	NE	NULL	flybase
110	7227	FBgn0261108	Atg13	0.25	C	NULL	flybase
110	7227	FBgn0261109	mrn	0.734	C	NULL	flybase
110	7227	FBgn0261111	BHD	0.25	C	NULL	flybase
110	7227	FBgn0261112	APP-BP1	0.25	C	NULL	flybase
110	7227	FBgn0261113	Xrp1	0.053	C	NULL	flybase
110	7227	FBgn0261119	Prp19	0.444	C	NULL	flybase
110	7227	FBgn0261238	Alh	0.25	C	NULL	flybase
110	7227	FBgn0261239	Hr39	0.049	C	NULL	flybase
110	7227	FBgn0261243	Psa	0.36	C	NULL	flybase
110	7227	FBgn0261244	inaE	0.111	C	NULL	flybase
110	7227	FBgn0261245	sing	0.64	C	NULL	flybase
110	7227	FBgn0261256	wiser	1	E	NULL	flybase
110	7227	FBgn0261258	rgn	0	NE	NULL	flybase
110	7227	FBgn0261260	mgl	0.297	C	NULL	flybase
110	7227	FBgn0261261	plx	0.51	C	NULL	flybase
110	7227	FBgn0261262	CG42613	0	NE	NULL	flybase
110	7227	FBgn0261266	zuc	0	NE	NULL	flybase
110	7227	FBgn0261268	Cul3	0.591	C	NULL	flybase
110	7227	FBgn0261269	conv	0.562	C	NULL	flybase
110	7227	FBgn0261270	SelD	0.51	C	NULL	flybase
110	7227	FBgn0261274	Ero1L	0.694	C	NULL	flybase
110	7227	FBgn0261276	Opa1	0.562	C	NULL	flybase
110	7227	FBgn0261277	rtv	0.79	C	NULL	flybase
110	7227	FBgn0261278	grp	0.284	C	NULL	flybase
110	7227	FBgn0261279	lqfR	0.326	C	NULL	flybase
110	7227	FBgn0261283	SREBP	0.64	C	NULL	flybase
110	7227	FBgn0261284	bou	0.826	C	NULL	flybase
110	7227	FBgn0261285	Ppcs	0.062	C	NULL	flybase
110	7227	FBgn0261286	Mat89Ba	0.444	C	NULL	flybase
110	7227	FBgn0261287	ymp	0	NE	NULL	flybase
110	7227	FBgn0261289	CheB98a	0	NE	NULL	flybase
110	7227	FBgn0261291	CheA86a	0	NE	NULL	flybase
110	7227	FBgn0261341	verm	0.36	C	NULL	flybase
110	7227	FBgn0261349	Mst36Fb	0	NE	NULL	flybase
110	7227	FBgn0261353	Ccdc56	0.25	C	NULL	flybase
110	7227	FBgn0261358	CG42635	0	NE	NULL	flybase
110	7227	FBgn0261363	PPO3	0	NE	NULL	flybase
110	7227	FBgn0261373	CG33228	1	E	NULL	flybase
110	7227	FBgn0261375	Dox-3	0	NE	NULL	flybase
110	7227	FBgn0261378	mgg	1	E	NULL	flybase
110	7227	FBgn0261380	mRpL37	0.25	C	NULL	flybase
110	7227	FBgn0261383	IntS6	0.36	C	NULL	flybase
110	7227	FBgn0261385	scra	0.852	C	NULL	flybase
110	7227	FBgn0261393	alpha-Est5	0	NE	NULL	flybase
110	7227	FBgn0261395	Prosalpha3T	0	NE	NULL	flybase
110	7227	FBgn0261396	Rpn3	0.734	C	NULL	flybase
110	7227	FBgn0261397	didum	0.765	C	NULL	flybase
110	7227	FBgn0261401	Ir75c	0	NE	NULL	flybase
110	7227	FBgn0261403	sxc	0.404	C	NULL	flybase
110	7227	FBgn0261434	hkb	0.51	C	NULL	flybase
110	7227	FBgn0261437	CSN8	1	E	NULL	flybase
110	7227	FBgn0261439	SdhA	0.669	C	NULL	flybase
110	7227	FBgn0261444	CG3638	0.25	C	NULL	flybase
110	7227	FBgn0261445	sgl	0.36	C	NULL	flybase
110	7227	FBgn0261446	CG13377	0	NE	NULL	flybase
110	7227	FBgn0261456	hpo	0.852	C	NULL	flybase
110	7227	FBgn0261458	capt	0.694	C	NULL	flybase
110	7227	FBgn0261461	RhoGAP18B	0.033	C	NULL	flybase
110	7227	FBgn0261477	slim	0.444	C	NULL	flybase
110	7227	FBgn0261479	nero	0.562	C	NULL	flybase
110	7227	FBgn0261480	Mmus\\Bax	1	E	NULL	flybase
110	7227	FBgn0261509	haf	0.25	C	NULL	flybase
110	7227	FBgn0261513	Hsap\\CHMP2B	1	E	NULL	flybase
110	7227	FBgn0261514	NimA	0	NE	NULL	flybase
110	7227	FBgn0261518	l(2)k08617	1	E	NULL	flybase
110	7227	FBgn0261519	did	1	E	NULL	flybase
110	7227	FBgn0261521	stich1	1	E	NULL	flybase
110	7227	FBgn0261522	lncRNA:CR42657	0	NE	NULL	flybase
110	7227	FBgn0261524	lic	0.64	C	NULL	flybase
110	7227	FBgn0261526	NT1	0	NE	NULL	flybase
110	7227	FBgn0261529	ms(2)34Fe	0.25	C	NULL	flybase
110	7227	FBgn0261530	nbs	0.183	C	NULL	flybase
110	7227	FBgn0261532	cdm	0.79	C	NULL	flybase
110	7227	FBgn0261534	l(2)34Fc	0.765	C	NULL	flybase
110	7227	FBgn0261535	l(2)34Fd	0.694	C	NULL	flybase
110	7227	FBgn0261545	CG42663	0.25	C	NULL	flybase
110	7227	FBgn0261547	Exn	0	NE	NULL	flybase
110	7227	FBgn0261549	rdgA	0.062	C	NULL	flybase
110	7227	FBgn0261550	CG42668	0	NE	NULL	flybase
110	7227	FBgn0261552	ps	0.25	C	NULL	flybase
110	7227	FBgn0261553	CG42671	0	NE	NULL	flybase
110	7227	FBgn0261554	CG42672	0	NE	NULL	flybase
110	7227	FBgn0261555	CG42673	0.25	C	NULL	flybase
110	7227	FBgn0261556	CG42674	0.04	C	NULL	flybase
110	7227	FBgn0261560	Thor	0.02	C	NULL	flybase
110	7227	FBgn0261561	CG42675	0	NE	NULL	flybase
110	7227	FBgn0261563	wb	0.837	C	NULL	flybase
110	7227	FBgn0261564	ReepA	0	NE	NULL	flybase
110	7227	FBgn0261565	Lmpt	0.02	C	NULL	flybase
110	7227	FBgn0261570	CG42684	0	NE	NULL	flybase
110	7227	FBgn0261571	CG42685	0	NE	NULL	flybase
110	7227	FBgn0261573	CoRest	0	NE	NULL	flybase
110	7227	FBgn0261574	kug	0.027	C	NULL	flybase
110	7227	FBgn0261575	tobi	0.027	C	NULL	flybase
110	7227	FBgn0261588	pdm3	0.562	C	NULL	flybase
110	7227	FBgn0261592	RpS6	1	E	NULL	flybase
110	7227	FBgn0261596	RpS24	0.444	C	NULL	flybase
110	7227	FBgn0261597	RpS26	0.562	C	NULL	flybase
110	7227	FBgn0261599	RpS29	0.25	C	NULL	flybase
110	7227	FBgn0261602	RpL8	0.25	C	NULL	flybase
110	7227	FBgn0261608	RpL37A	1	E	NULL	flybase
110	7227	FBgn0261609	eIF2alpha	1	E	NULL	flybase
110	7227	FBgn0261610	CG42699	0	NE	NULL	flybase
110	7227	FBgn0261611	CG42700	1	E	NULL	flybase
110	7227	FBgn0261612	CngA	0.111	C	NULL	flybase
110	7227	FBgn0261617	nej	0.597	C	NULL	flybase
110	7227	FBgn0261618	larp	0.111	C	NULL	flybase
110	7227	FBgn0261624	I-3	0	NE	NULL	flybase
110	7227	FBgn0261625	GLS	0	NE	NULL	flybase
110	7227	FBgn0261641	CG42724	0.062	C	NULL	flybase
110	7227	FBgn0261647	Axud1	0	NE	NULL	flybase
110	7227	FBgn0261648	salm	0.444	C	NULL	flybase
110	7227	FBgn0261649	tinc	0.16	C	NULL	flybase
110	7227	FBgn0261671	tweek	0.444	C	NULL	flybase
110	7227	FBgn0261673	nemy	0.027	C	NULL	flybase
110	7227	FBgn0261674	CG42709	0.111	C	NULL	flybase
110	7227	FBgn0261675	Npc1b	0.84	C	NULL	flybase
110	7227	FBgn0261679	CG42726	0	NE	NULL	flybase
110	7227	FBgn0261686	CG42733	0	NE	NULL	flybase
110	7227	FBgn0261698	SLO2	0.04	C	NULL	flybase
110	7227	FBgn0261703	gce	0.04	C	NULL	flybase
110	7227	FBgn0261705	CG42741	0.25	C	NULL	flybase
110	7227	FBgn0261710	nocte	1	E	NULL	flybase
110	7227	FBgn0261714	Cpn	0	NE	NULL	flybase
110	7227	FBgn0261715	Hsap\\EMD	0	NE	NULL	flybase
110	7227	FBgn0261722	fwe	0.604	C	NULL	flybase
110	7227	FBgn0261723	Dbx	0	NE	NULL	flybase
110	7227	FBgn0261724	EC201	1	E	NULL	flybase
110	7227	FBgn0261725	EC282	1	E	NULL	flybase
110	7227	FBgn0261726	EC497	1	E	NULL	flybase
110	7227	FBgn0261727	EC549	1	E	NULL	flybase
110	7227	FBgn0261728	EC666	1	E	NULL	flybase
110	7227	FBgn0261729	EC1608	1	E	NULL	flybase
110	7227	FBgn0261730	EC1650	1	E	NULL	flybase
110	7227	FBgn0261731	EC2364	1	E	NULL	flybase
110	7227	FBgn0261732	EC2374	1	E	NULL	flybase
110	7227	FBgn0261733	EC4056	1	E	NULL	flybase
110	7227	FBgn0261734	EC2388	1	E	NULL	flybase
110	7227	FBgn0261735	EC2394	1	E	NULL	flybase
110	7227	FBgn0261736	EC2519	1	E	NULL	flybase
110	7227	FBgn0261737	EC3959	1	E	NULL	flybase
110	7227	FBgn0261786	mi	0.25	C	NULL	flybase
110	7227	FBgn0261787	brun	0.04	C	NULL	flybase
110	7227	FBgn0261788	Ank2	0.16	C	NULL	flybase
110	7227	FBgn0261789	SmD2	1	E	NULL	flybase
110	7227	FBgn0261790	SmE	1	E	NULL	flybase
110	7227	FBgn0261791	SNRPG	0.25	C	NULL	flybase
110	7227	FBgn0261792	snRNP-U1-C	0.562	C	NULL	flybase
110	7227	FBgn0261793	Trf2	0.81	C	NULL	flybase
110	7227	FBgn0261794	kcc	0.734	C	NULL	flybase
110	7227	FBgn0261797	Dhc64C	0.669	C	NULL	flybase
110	7227	FBgn0261799	dsx-c73A	0.444	C	NULL	flybase
110	7227	FBgn0261800	LanB1	0.64	C	NULL	flybase
110	7227	FBgn0261801	CG42747	0	NE	NULL	flybase
110	7227	FBgn0261802	CG42748	0	NE	NULL	flybase
110	7227	FBgn0261803	CG42749	0	NE	NULL	flybase
110	7227	FBgn0261804	CG42750	0	NE	NULL	flybase
110	7227	FBgn0261808	cu	0.027	C	NULL	flybase
110	7227	FBgn0261811	pico	0.111	C	NULL	flybase
110	7227	FBgn0261822	Bsg	0.528	C	NULL	flybase
110	7227	FBgn0261823	Asx	0.897	C	NULL	flybase
110	7227	FBgn0261836	Msp300	0.25	C	NULL	flybase
110	7227	FBgn0261850	Xpd	0.79	C	NULL	flybase
110	7227	FBgn0261854	aPKC	0.36	C	NULL	flybase
110	7227	FBgn0261858	Mzt1	0	NE	NULL	flybase
110	7227	FBgn0261859	CG42788	0	NE	NULL	flybase
110	7227	FBgn0261862	whd	0	NE	NULL	flybase
110	7227	FBgn0261863	lnr	1	E	NULL	flybase
110	7227	FBgn0261864	lzb	1	E	NULL	flybase
110	7227	FBgn0261865	lgr	1	E	NULL	flybase
110	7227	FBgn0261866	ltr	1	E	NULL	flybase
110	7227	FBgn0261867	hby	1	E	NULL	flybase
110	7227	FBgn0261868	lkd	1	E	NULL	flybase
110	7227	FBgn0261869	caboose	1	E	NULL	flybase
110	7227	FBgn0261870	pky	1	E	NULL	flybase
110	7227	FBgn0261871	dpr2	0.111	C	NULL	flybase
110	7227	FBgn0261872	scaf6	0.16	C	NULL	flybase
110	7227	FBgn0261873	sdt	0.734	C	NULL	flybase
110	7227	FBgn0261880	Taf	0	NE	NULL	flybase
110	7227	FBgn0261881	l(2)35Be	0.694	C	NULL	flybase
110	7227	FBgn0261885	osa	0.875	C	NULL	flybase
110	7227	FBgn0261910	Ncra\\QF	0.14	C	NULL	flybase
110	7227	FBgn0261911	Ncra\\QS	0	NE	NULL	flybase
110	7227	FBgn0261915	l(3)16107	1	E	NULL	flybase
110	7227	FBgn0261928	CG42795	0	NE	NULL	flybase
110	7227	FBgn0261929	5-HT2B	0.25	C	NULL	flybase
110	7227	FBgn0261930	vnd	0.891	C	NULL	flybase
110	7227	FBgn0261931	CG42797	0	NE	NULL	flybase
