dataset	taxaID	locus	gene	score	essentiality	pmid	Ref_db
110	7227	FBgn0022272	l(2)k00224	1	E	NULL	flybase
110	7227	FBgn0022273	l(2)k00213	1	E	NULL	flybase
110	7227	FBgn0022276	l(2)45Ai	1	E	NULL	flybase
110	7227	FBgn0022279	l(2)IR4	1	E	NULL	flybase
110	7227	FBgn0022280	l(2)IR30	1	E	NULL	flybase
110	7227	FBgn0022282	l(2)IR24	1	E	NULL	flybase
110	7227	FBgn0022284	l(2)IR12	1	E	NULL	flybase
110	7227	FBgn0022285	l(2)IR10	1	E	NULL	flybase
110	7227	FBgn0022286	l(2)254	1	E	NULL	flybase
110	7227	FBgn0022288	l(2)09851	0.562	C	NULL	flybase
110	7227	FBgn0022289	l(2)05559b	1	E	NULL	flybase
110	7227	FBgn0022291	l(2)04518b	1	E	NULL	flybase
110	7227	FBgn0022293	l(1)M95.1	1	E	NULL	flybase
110	7227	FBgn0022294	l(1)M86.4	1	E	NULL	flybase
110	7227	FBgn0022295	l(1)M76.3	1	E	NULL	flybase
110	7227	FBgn0022296	l(1)M52.3	1	E	NULL	flybase
110	7227	FBgn0022297	l(1)M37.2	1	E	NULL	flybase
110	7227	FBgn0022298	l(1)M123.2	1	E	NULL	flybase
110	7227	FBgn0022299	l(1)M120.1	1	E	NULL	flybase
110	7227	FBgn0022300	l(1)L9.8	1	E	NULL	flybase
110	7227	FBgn0022301	l(1)L62.4	1	E	NULL	flybase
110	7227	FBgn0022302	l(1)L60.6	1	E	NULL	flybase
110	7227	FBgn0022303	l(1)L55.6	1	E	NULL	flybase
110	7227	FBgn0022304	l(1)L48.3	1	E	NULL	flybase
110	7227	FBgn0022305	l(1)L35.1	1	E	NULL	flybase
110	7227	FBgn0022306	l(1)L25.7	1	E	NULL	flybase
110	7227	FBgn0022307	l(1)L19.1	1	E	NULL	flybase
110	7227	FBgn0022308	l(1)K87.2	1	E	NULL	flybase
110	7227	FBgn0022309	l(1)K84.3	1	E	NULL	flybase
110	7227	FBgn0022310	l(1)J67.3	1	E	NULL	flybase
110	7227	FBgn0022311	l(1)J30.4	1	E	NULL	flybase
110	7227	FBgn0022312	l(1)H30.1	1	E	NULL	flybase
110	7227	FBgn0022313	l(1)H22.1	1	E	NULL	flybase
110	7227	FBgn0022314	l(1)D47.6	1	E	NULL	flybase
110	7227	FBgn0022315	l(1)D39.5	1	E	NULL	flybase
110	7227	FBgn0022316	l(1)D36.5	1	E	NULL	flybase
110	7227	FBgn0022317	l(1)D10.2	1	E	NULL	flybase
110	7227	FBgn0022318	l(1)B8.5	1	E	NULL	flybase
110	7227	FBgn0022319	l(1)B74.4	1	E	NULL	flybase
110	7227	FBgn0022320	l(1)B64.2	1	E	NULL	flybase
110	7227	FBgn0022321	l(1)B6.1	1	E	NULL	flybase
110	7227	FBgn0022322	l(1)B23.2	1	E	NULL	flybase
110	7227	FBgn0022323	l(1)B22.5	1	E	NULL	flybase
110	7227	FBgn0022324	l(1)B10.2	1	E	NULL	flybase
110	7227	FBgn0022325	l(1)A36.3	1	E	NULL	flybase
110	7227	FBgn0022326	l(1)A33.3	1	E	NULL	flybase
110	7227	FBgn0022327	l(1)A27.2	1	E	NULL	flybase
110	7227	FBgn0022328	l(1)A13.3	1	E	NULL	flybase
110	7227	FBgn0022336	dc	1	E	NULL	flybase
110	7227	FBgn0022338	dnk	0.25	C	NULL	flybase
110	7227	FBgn0022343	CG3760	0	NE	NULL	flybase
110	7227	FBgn0022344	CG10340	0	NE	NULL	flybase
110	7227	FBgn0022349	CG1910	0	NE	NULL	flybase
110	7227	FBgn0022355	Tsf1	0	NE	NULL	flybase
110	7227	FBgn0022359	Sodh-2	0	NE	NULL	flybase
110	7227	FBgn0022361	Pur-alpha	0.25	C	NULL	flybase
110	7227	FBgn0022382	Pka-R2	0	NE	NULL	flybase
110	7227	FBgn0022699	D19B	0	NE	NULL	flybase
110	7227	FBgn0022700	Cht4	0	NE	NULL	flybase
110	7227	FBgn0022702	Cht2	0	NE	NULL	flybase
110	7227	FBgn0022709	Adk1	0	NE	NULL	flybase
110	7227	FBgn0022710	Ac13E	0	NE	NULL	flybase
110	7227	FBgn0022724	Taf8	0.36	C	NULL	flybase
110	7227	FBgn0022728	l(3)GPMG-30	1	E	NULL	flybase
110	7227	FBgn0022729	l(2)PGM-45	1	E	NULL	flybase
110	7227	FBgn0022730	l(2)PGM-21	1	E	NULL	flybase
110	7227	FBgn0022731	l(2)GPMG-6	1	E	NULL	flybase
110	7227	FBgn0022732	l(2)GPMG-18	1	E	NULL	flybase
110	7227	FBgn0022733	l(2)GPMG-14	1	E	NULL	flybase
110	7227	FBgn0022734	l(1)3Ai	1	E	NULL	flybase
110	7227	FBgn0022739	btl::Egfr	1	E	NULL	flybase
110	7227	FBgn0022740	HLH54F	0.25	C	NULL	flybase
110	7227	FBgn0022764	Sin3A	0.751	C	NULL	flybase
110	7227	FBgn0022765	Scruffy	0.04	C	NULL	flybase
110	7227	FBgn0022768	Pp2C1	0	NE	NULL	flybase
110	7227	FBgn0022770	Peritrophin-A	0	NE	NULL	flybase
110	7227	FBgn0022773	Ocun\\PKI	0.111	C	NULL	flybase
110	7227	FBgn0022774	Oat	0.25	C	NULL	flybase
110	7227	FBgn0022786	Hira	0.25	C	NULL	flybase
110	7227	FBgn0022787	Hel89B	0	NE	NULL	flybase
110	7227	FBgn0022800	Cad96Ca	0.444	C	NULL	flybase
110	7227	FBgn0022807	E(faf)bE365	0	NE	NULL	flybase
110	7227	FBgn0022810	E(faf)bE160	0	NE	NULL	flybase
110	7227	FBgn0022811	E(faf)E337	0	NE	NULL	flybase
110	7227	FBgn0022812	E(faf)E306	0	NE	NULL	flybase
110	7227	FBgn0022813	E(faf)E263	0	NE	NULL	flybase
110	7227	FBgn0022814	E(faf)E254	0	NE	NULL	flybase
110	7227	FBgn0022893	Df31	0.25	C	NULL	flybase
110	7227	FBgn0022935	D19A	0	NE	NULL	flybase
110	7227	FBgn0022936	CycH	0	NE	NULL	flybase
110	7227	FBgn0022942	Cbp80	0.444	C	NULL	flybase
110	7227	FBgn0022943	Cbp20	0.562	C	NULL	flybase
110	7227	FBgn0022959	yps	0.111	C	NULL	flybase
110	7227	FBgn0022960	vimar	0.51	C	NULL	flybase
110	7227	FBgn0022981	rpk	0.111	C	NULL	flybase
110	7227	FBgn0022984	qkr58E-3	0	NE	NULL	flybase
110	7227	FBgn0022985	qkr58E-2	0	NE	NULL	flybase
110	7227	FBgn0022986	qkr58E-1	0.25	C	NULL	flybase
110	7227	FBgn0022987	qkr54B	0	NE	NULL	flybase
110	7227	FBgn0023000	mth	0.111	C	NULL	flybase
110	7227	FBgn0023001	melt	0.111	C	NULL	flybase
110	7227	FBgn0023003	l(4)K-2	1	E	NULL	flybase
110	7227	FBgn0023004	l(3)s9999	1	E	NULL	flybase
110	7227	FBgn0023007	l(3)S113105	1	E	NULL	flybase
110	7227	FBgn0023008	l(3)S104101	1	E	NULL	flybase
110	7227	FBgn0023009	l(3)S101804	1	E	NULL	flybase
110	7227	FBgn0023010	l(3)S074205	1	E	NULL	flybase
110	7227	FBgn0023015	l(3)S029910	1	E	NULL	flybase
110	7227	FBgn0023021	l(3)S001407b	1	E	NULL	flybase
110	7227	FBgn0023022	l(3)A215.1M3	1	E	NULL	flybase
110	7227	FBgn0023023	CRMP	0	NE	NULL	flybase
110	7227	FBgn0023027	l(2)CA8	1	E	NULL	flybase
110	7227	FBgn0023028	l(2)CA5	1	E	NULL	flybase
110	7227	FBgn0023029	l(2)CA2	1	E	NULL	flybase
110	7227	FBgn0023030	l(2)C43	1	E	NULL	flybase
110	7227	FBgn0023033	l(2)46Ej	1	E	NULL	flybase
110	7227	FBgn0023034	l(2)46Ei	1	E	NULL	flybase
110	7227	FBgn0023035	l(2)46Eh	1	E	NULL	flybase
110	7227	FBgn0023036	l(2)46Eg	1	E	NULL	flybase
110	7227	FBgn0023039	l(2)46Ed	1	E	NULL	flybase
110	7227	FBgn0023040	l(2)46Ec	1	E	NULL	flybase
110	7227	FBgn0023041	l(2)46Eb	1	E	NULL	flybase
110	7227	FBgn0023042	l(2)46Ea	1	E	NULL	flybase
110	7227	FBgn0023044	l(1)5-39-1	1	E	NULL	flybase
110	7227	FBgn0023045	l(1)3Bg	1	E	NULL	flybase
110	7227	FBgn0023046	l(1)3Aq	1	E	NULL	flybase
110	7227	FBgn0023047	l(1)3Ap	1	E	NULL	flybase
110	7227	FBgn0023048	l(1)3Ao	1	E	NULL	flybase
110	7227	FBgn0023049	l(1)3An	1	E	NULL	flybase
110	7227	FBgn0023050	l(1)3Am	1	E	NULL	flybase
110	7227	FBgn0023051	l(1)3Al	1	E	NULL	flybase
110	7227	FBgn0023052	l(1)3Ak	1	E	NULL	flybase
110	7227	FBgn0023053	l(1)3Aj	1	E	NULL	flybase
110	7227	FBgn0023054	l(1)3ABb	1	E	NULL	flybase
110	7227	FBgn0023055	l(1)3ABa	1	E	NULL	flybase
110	7227	FBgn0023056	l(1)2Fg	1	E	NULL	flybase
110	7227	FBgn0023057	l(1)2Ff	1	E	NULL	flybase
110	7227	FBgn0023058	l(1)2Ed	1	E	NULL	flybase
110	7227	FBgn0023059	l(1)2Ec	1	E	NULL	flybase
110	7227	FBgn0023060	l(1)2Dm	1	E	NULL	flybase
110	7227	FBgn0023061	l(1)2Dl	1	E	NULL	flybase
110	7227	FBgn0023062	l(1)2Dk	1	E	NULL	flybase
110	7227	FBgn0023063	l(1)2Dj	1	E	NULL	flybase
110	7227	FBgn0023064	l(1)20Cc	1	E	NULL	flybase
110	7227	FBgn0023065	l(1)20Bd	1	E	NULL	flybase
110	7227	FBgn0023066	l(1)20BFa	1	E	NULL	flybase
110	7227	FBgn0023067	l(1)20Aj	1	E	NULL	flybase
110	7227	FBgn0023068	l(1)20Ai	1	E	NULL	flybase
110	7227	FBgn0023069	l(1)20Ah	1	E	NULL	flybase
110	7227	FBgn0023070	l(1)20Ag	1	E	NULL	flybase
110	7227	FBgn0023071	l(1)1Eg	1	E	NULL	flybase
110	7227	FBgn0023072	l(1)1Aj	1	E	NULL	flybase
110	7227	FBgn0023073	l(1)19Fh	1	E	NULL	flybase
110	7227	FBgn0023074	l(1)19Eg	1	E	NULL	flybase
110	7227	FBgn0023075	l(1)19Cd	1	E	NULL	flybase
110	7227	FBgn0023076	Clk	0.062	C	NULL	flybase
110	7227	FBgn0023078	h::sna	1	E	NULL	flybase
110	7227	FBgn0023079	h::kni	1	E	NULL	flybase
110	7227	FBgn0023080	h::Kr	1	E	NULL	flybase
110	7227	FBgn0023081	gek	0.111	C	NULL	flybase
110	7227	FBgn0023082	fs(2)H47	1	E	NULL	flybase
110	7227	FBgn0023083	fray	0.562	C	NULL	flybase
110	7227	FBgn0023086	eve::h	0.25	C	NULL	flybase
110	7227	FBgn0023087	en::h	1	E	NULL	flybase
110	7227	FBgn0023090	dtr	0	NE	NULL	flybase
110	7227	FBgn0023091	dimm	0.36	C	NULL	flybase
110	7227	FBgn0023094	cyc	0	NE	NULL	flybase
110	7227	FBgn0023095	caps	0.36	C	NULL	flybase
110	7227	FBgn0023096	btv	0	NE	NULL	flybase
110	7227	FBgn0023097	bon	0.444	C	NULL	flybase
110	7227	FBgn0023129	aay	0.25	C	NULL	flybase
110	7227	FBgn0023130	a6	0	NE	NULL	flybase
110	7227	FBgn0023143	Uba1	0.8	C	NULL	flybase
110	7227	FBgn0023156	Su(mg)2-3	1	E	NULL	flybase
110	7227	FBgn0023167	SmD3	0.765	C	NULL	flybase
110	7227	FBgn0023169	AMPKalpha	0.81	C	NULL	flybase
110	7227	FBgn0023170	RpL39	0.25	C	NULL	flybase
110	7227	FBgn0023171	rnh1	0.734	C	NULL	flybase
110	7227	FBgn0023172	RhoGEF2	0.765	C	NULL	flybase
110	7227	FBgn0023174	Prosbeta2	0.444	C	NULL	flybase
110	7227	FBgn0023175	Prosalpha7	1	E	NULL	flybase
110	7227	FBgn0023177	Pp4-19C	0.25	C	NULL	flybase
110	7227	FBgn0023178	Pdf	0	NE	NULL	flybase
110	7227	FBgn0023179	amon	0.826	C	NULL	flybase
110	7227	FBgn0023180	Orc6	0.444	C	NULL	flybase
110	7227	FBgn0023181	Orc4	0.25	C	NULL	flybase
110	7227	FBgn0023212	EloB	0.25	C	NULL	flybase
110	7227	FBgn0023213	eIF4G1	0.444	C	NULL	flybase
110	7227	FBgn0023214	edl	0.562	C	NULL	flybase
110	7227	FBgn0023215	Mnt	0.111	C	NULL	flybase
110	7227	FBgn0023216	Parg	0.562	C	NULL	flybase
110	7227	FBgn0023388	Dap160	0.751	C	NULL	flybase
110	7227	FBgn0023395	Chd3	0.111	C	NULL	flybase
110	7227	FBgn0023407	B4	0.02	C	NULL	flybase
110	7227	FBgn0023415	Acp32CD	0	NE	NULL	flybase
110	7227	FBgn0023416	Ac3	0	NE	NULL	flybase
110	7227	FBgn0023426	sauf	1	E	NULL	flybase
110	7227	FBgn0023429	l(3)98Fa	1	E	NULL	flybase
110	7227	FBgn0023430	l(3)69ABa	1	E	NULL	flybase
110	7227	FBgn0023431	l(2)M65	1	E	NULL	flybase
110	7227	FBgn0023432	l(2)55Ca	1	E	NULL	flybase
110	7227	FBgn0023433	l(2)4-3A	1	E	NULL	flybase
110	7227	FBgn0023434	l(2)21Bf	1	E	NULL	flybase
110	7227	FBgn0023441	fus	0.765	C	NULL	flybase
110	7227	FBgn0023458	Rbcn-3A	1	E	NULL	flybase
110	7227	FBgn0023477	Taldo	0	NE	NULL	flybase
110	7227	FBgn0023479	teq	0	NE	NULL	flybase
110	7227	FBgn0023489	Pph13	0.444	C	NULL	flybase
110	7227	FBgn0023495	Lip3	0	NE	NULL	flybase
110	7227	FBgn0023496	Lip1	0.111	C	NULL	flybase
110	7227	FBgn0023506	Es2	0	NE	NULL	flybase
110	7227	FBgn0023507	D2hgdh	0	NE	NULL	flybase
110	7227	FBgn0023508	Ocrl	0.16	C	NULL	flybase
110	7227	FBgn0023509	mip130	0	NE	NULL	flybase
110	7227	FBgn0023510	Rbcn-3B	0.25	C	NULL	flybase
110	7227	FBgn0023511	Edem1	0	NE	NULL	flybase
110	7227	FBgn0023512	eIF2Bepsilon	0.25	C	NULL	flybase
110	7227	FBgn0023513	CG14803	0	NE	NULL	flybase
110	7227	FBgn0023514	CG14805	0.25	C	NULL	flybase
110	7227	FBgn0023515	CG14814	0.111	C	NULL	flybase
110	7227	FBgn0023516	Pex5	0	NE	NULL	flybase
110	7227	FBgn0023517	Pgam5	0	NE	NULL	flybase
110	7227	FBgn0023518	trr	0.25	C	NULL	flybase
110	7227	FBgn0023519	mRpL16	0	NE	NULL	flybase
110	7227	FBgn0023520	CG3857	0.25	C	NULL	flybase
110	7227	FBgn0023521	CG3587	0.444	C	NULL	flybase
110	7227	FBgn0023522	CG11596	0	NE	NULL	flybase
110	7227	FBgn0023523	Or2a	0	NE	NULL	flybase
110	7227	FBgn0023525	CG3191	0	NE	NULL	flybase
110	7227	FBgn0023526	CG2865	0.25	C	NULL	flybase
110	7227	FBgn0023527	CG3071	0.25	C	NULL	flybase
110	7227	FBgn0023529	CG2918	0.25	C	NULL	flybase
110	7227	FBgn0023530	CG3740	0	NE	NULL	flybase
110	7227	FBgn0023531	CG32809	0	NE	NULL	flybase
110	7227	FBgn0023534	CG17778	0	NE	NULL	flybase
110	7227	FBgn0023535	arg	0.04	C	NULL	flybase
110	7227	FBgn0023536	CG3156	0	NE	NULL	flybase
110	7227	FBgn0023537	CG17896	0	NE	NULL	flybase
110	7227	FBgn0023540	CG3630	0	NE	NULL	flybase
110	7227	FBgn0023541	Cyp4d14	0	NE	NULL	flybase
110	7227	FBgn0023542	Nmd3	0.25	C	NULL	flybase
110	7227	FBgn0023549	Mct1	0.25	C	NULL	flybase
110	7227	FBgn0023550	FarO	0	NE	NULL	flybase
110	7227	FBgn0024150	Ac78C	0	NE	NULL	flybase
110	7227	FBgn0024177	zpg	0.015	C	NULL	flybase
110	7227	FBgn0024179	wit	0.444	C	NULL	flybase
110	7227	FBgn0024182	waw	0	NE	NULL	flybase
110	7227	FBgn0024183	vig	0	NE	NULL	flybase
110	7227	FBgn0024184	unc-4	0	NE	NULL	flybase
110	7227	FBgn0024187	syd	0.111	C	NULL	flybase
110	7227	FBgn0024188	san	0.562	C	NULL	flybase
110	7227	FBgn0024189	sns	0.826	C	NULL	flybase
110	7227	FBgn0024191	sip1	0	NE	NULL	flybase
110	7227	FBgn0024194	rasp	0.897	C	NULL	flybase
110	7227	FBgn0024196	robl	0.111	C	NULL	flybase
110	7227	FBgn0024197	quag	1	E	NULL	flybase
110	7227	FBgn0024214	l(3)E22	1	E	NULL	flybase
110	7227	FBgn0024215	l(3)E2	1	E	NULL	flybase
110	7227	FBgn0024217	l(2)CA7	1	E	NULL	flybase
110	7227	FBgn0024218	l(2)39Ea	1	E	NULL	flybase
110	7227	FBgn0024219	ird9	0	NE	NULL	flybase
110	7227	FBgn0024220	ird8	0.25	C	NULL	flybase
110	7227	FBgn0024221	ird6	1	E	NULL	flybase
110	7227	FBgn0024222	IKKbeta	0	NE	NULL	flybase
110	7227	FBgn0024224	ird10	1	E	NULL	flybase
110	7227	FBgn0024227	aurB	0.36	C	NULL	flybase
110	7227	FBgn0024230	Hs2st	0	NE	NULL	flybase
110	7227	FBgn0024232	gprs	0	NE	NULL	flybase
110	7227	FBgn0024234	gbb	0.422	C	NULL	flybase
110	7227	FBgn0024236	foi	0.562	C	NULL	flybase
110	7227	FBgn0024237	fl338	1	E	NULL	flybase
110	7227	FBgn0024238	Fim	0	NE	NULL	flybase
110	7227	FBgn0024244	drm	1	E	NULL	flybase
110	7227	FBgn0024245	dnt	0	NE	NULL	flybase
110	7227	FBgn0024248	chico	0.062	C	NULL	flybase
110	7227	FBgn0024249	cato	0	NE	NULL	flybase
110	7227	FBgn0024250	brk	0.562	C	NULL	flybase
110	7227	FBgn0024251	bbx	0	NE	NULL	flybase
110	7227	FBgn0024256	acd(2)5N30	0	NE	NULL	flybase
110	7227	FBgn0024257	acd(2)5N29	0	NE	NULL	flybase
110	7227	FBgn0024258	acd(2)5N18	0	NE	NULL	flybase
110	7227	FBgn0024259	acd(2)5N17	0	NE	NULL	flybase
110	7227	FBgn0024260	acd(2)5N15	0	NE	NULL	flybase
110	7227	FBgn0024261	acd(2)5M8	0	NE	NULL	flybase
110	7227	FBgn0024262	acd(2)5M7	0	NE	NULL	flybase
110	7227	FBgn0024263	acd(2)5M38	0	NE	NULL	flybase
110	7227	FBgn0024264	acd(2)5L3	0	NE	NULL	flybase
110	7227	FBgn0024265	acd(2)5G23	0	NE	NULL	flybase
110	7227	FBgn0024266	acd(2)5F3	0	NE	NULL	flybase
110	7227	FBgn0024267	acd(2)5E8	0	NE	NULL	flybase
110	7227	FBgn0024268	acd(2)5D10	0	NE	NULL	flybase
110	7227	FBgn0024273	WASp	0.308	C	NULL	flybase
110	7227	FBgn0024277	trio	0.871	C	NULL	flybase
110	7227	FBgn0024285	Srp54	0.25	C	NULL	flybase
110	7227	FBgn0024288	Sox100B	1	E	NULL	flybase
110	7227	FBgn0024289	Sodh-1	0	NE	NULL	flybase
110	7227	FBgn0024291	Sirt1	0.04	C	NULL	flybase
110	7227	FBgn0024293	Spn43Ab	0	NE	NULL	flybase
110	7227	FBgn0024294	Spn43Aa	0	NE	NULL	flybase
110	7227	FBgn0024314	Plap	0	NE	NULL	flybase
110	7227	FBgn0024315	Picot	0.25	C	NULL	flybase
110	7227	FBgn0024319	Nach	0.25	C	NULL	flybase
110	7227	FBgn0024320	Npc1a	0.64	C	NULL	flybase
110	7227	FBgn0024321	NK7.1	0.111	C	NULL	flybase
110	7227	FBgn0024326	Mkk4	0	NE	NULL	flybase
110	7227	FBgn0024329	Mekk1	0	NE	NULL	flybase
110	7227	FBgn0024330	MED6	0.36	C	NULL	flybase
110	7227	FBgn0024349	Hsap\\CASP1	1	E	NULL	flybase
110	7227	FBgn0024352	Stip1	0.25	C	NULL	flybase
110	7227	FBgn0024353	H217	0	NE	NULL	flybase
110	7227	FBgn0024360	MTPAP	0.64	C	NULL	flybase
110	7227	FBgn0024361	Tsp2A	1	E	NULL	flybase
110	7227	FBgn0024362	Naa30A	0.111	C	NULL	flybase
110	7227	FBgn0024364	CG11417	0.25	C	NULL	flybase
110	7227	FBgn0024365	CG12773	0	NE	NULL	flybase
110	7227	FBgn0024366	CG11409	0	NE	NULL	flybase
110	7227	FBgn0024371	E2f2	0.04	C	NULL	flybase
110	7227	FBgn0024432	Dlc90F	0	NE	NULL	flybase
110	7227	FBgn0024485	Cele\\ced-3	1	E	NULL	flybase
110	7227	FBgn0024491	Bin1	0.111	C	NULL	flybase
110	7227	FBgn0024508	l(3)01010	1	E	NULL	flybase
110	7227	FBgn0024509	Sec13	0.25	C	NULL	flybase
110	7227	FBgn0024510	dlt	0.862	C	NULL	flybase
110	7227	FBgn0024514	l(3)06886	1	E	NULL	flybase
110	7227	FBgn0024516	l(3)j14E7	1	E	NULL	flybase
110	7227	FBgn0024517	l(3)j1B10	1	E	NULL	flybase
110	7227	FBgn0024522	l(3)j1E6	1	E	NULL	flybase
110	7227	FBgn0024523	l(3)j2D5	1	E	NULL	flybase
110	7227	FBgn0024525	l(3)j5E7	1	E	NULL	flybase
110	7227	FBgn0024530	l(3)L0499	1	E	NULL	flybase
110	7227	FBgn0024531	l(3)L0539	1	E	NULL	flybase
110	7227	FBgn0024532	l(3)L0580	1	E	NULL	flybase
110	7227	FBgn0024533	l(3)L1022	1	E	NULL	flybase
110	7227	FBgn0024534	l(3)L1170b	1	E	NULL	flybase
110	7227	FBgn0024537	l(3)L1459	1	E	NULL	flybase
110	7227	FBgn0024538	l(3)L1820	1	E	NULL	flybase
110	7227	FBgn0024539	l(3)L1910	1	E	NULL	flybase
110	7227	FBgn0024540	l(3)L2049	1	E	NULL	flybase
110	7227	FBgn0024541	l(3)L2100	1	E	NULL	flybase
110	7227	FBgn0024542	Neos	0.25	C	NULL	flybase
110	7227	FBgn0024543	l(3)L3051	1	E	NULL	flybase
110	7227	FBgn0024545	l(3)L3130	1	E	NULL	flybase
110	7227	FBgn0024546	l(3)L3560	1	E	NULL	flybase
110	7227	FBgn0024547	l(3)L3659	1	E	NULL	flybase
110	7227	FBgn0024550	l(3)L3930	1	E	NULL	flybase
110	7227	FBgn0024552	l(3)L4060	1	E	NULL	flybase
110	7227	FBgn0024553	l(3)L4092	1	E	NULL	flybase
110	7227	FBgn0024554	l(3)L4111	1	E	NULL	flybase
110	7227	FBgn0024555	flfl	0.36	C	NULL	flybase
110	7227	FBgn0024556	mEFTu1	0.562	C	NULL	flybase
110	7227	FBgn0024558	Dph5	0.444	C	NULL	flybase
110	7227	FBgn0024560	l(3)L5340	1	E	NULL	flybase
110	7227	FBgn0024561	l(3)L5541	1	E	NULL	flybase
110	7227	FBgn0024562	l(3)L6241	1	E	NULL	flybase
110	7227	FBgn0024563	l(3)L6332	1	E	NULL	flybase
110	7227	FBgn0024565	l(3)L6710	1	E	NULL	flybase
110	7227	FBgn0024568	l(3)L7012	1	E	NULL	flybase
110	7227	FBgn0024571	l(3)L7251	1	E	NULL	flybase
110	7227	FBgn0024572	l(3)L7321	1	E	NULL	flybase
110	7227	FBgn0024574	l(3)rH304	1	E	NULL	flybase
110	7227	FBgn0024575	l(3)rK315	1	E	NULL	flybase
110	7227	FBgn0024576	l(3)rK344	1	E	NULL	flybase
110	7227	FBgn0024578	l(3)rL203	1	E	NULL	flybase
110	7227	FBgn0024580	l(3)rM060	1	E	NULL	flybase
110	7227	FBgn0024581	l(3)rN346	1	E	NULL	flybase
110	7227	FBgn0024582	l(3)rO220	1	E	NULL	flybase
110	7227	FBgn0024588	l(2)k02615	1	E	NULL	flybase
110	7227	FBgn0024591	l(2)k02705	1	E	NULL	flybase
110	7227	FBgn0024592	l(2)k04102	1	E	NULL	flybase
110	7227	FBgn0024598	spi::vn	1	E	NULL	flybase
110	7227	FBgn0024599	sine	0	NE	NULL	flybase
110	7227	FBgn0024600	roam	0	NE	NULL	flybase
110	7227	FBgn0024601	rambl	0	NE	NULL	flybase
110	7227	FBgn0024602	oop	0	NE	NULL	flybase
110	7227	FBgn0024615	nate	0	NE	NULL	flybase
110	7227	FBgn0024623	l(4)102Ca	1	E	NULL	flybase
110	7227	FBgn0024624	l(3)63Dc	1	E	NULL	flybase
110	7227	FBgn0024625	l(3)63Db	1	E	NULL	flybase
110	7227	FBgn0024626	l(2)k16616	1	E	NULL	flybase
110	7227	FBgn0024627	l(2)k16514	1	E	NULL	flybase
110	7227	FBgn0024628	l(2)k15306	1	E	NULL	flybase
110	7227	FBgn0024629	l(2)k15211	1	E	NULL	flybase
110	7227	FBgn0024630	l(2)k14403	1	E	NULL	flybase
110	7227	FBgn0024631	l(2)k14316	1	E	NULL	flybase
110	7227	FBgn0024633	l(2)k14039	1	E	NULL	flybase
110	7227	FBgn0024634	l(2)k13914	1	E	NULL	flybase
110	7227	FBgn0024635	l(2)k13825	1	E	NULL	flybase
110	7227	FBgn0024637	l(2)k13531	1	E	NULL	flybase
110	7227	FBgn0024638	l(2)k13525	1	E	NULL	flybase
110	7227	FBgn0024639	l(2)k13217	1	E	NULL	flybase
110	7227	FBgn0024640	l(2)k12702	1	E	NULL	flybase
110	7227	FBgn0024641	l(2)k12602	1	E	NULL	flybase
110	7227	FBgn0024642	l(2)k11560	1	E	NULL	flybase
110	7227	FBgn0024643	l(2)k11326	1	E	NULL	flybase
110	7227	FBgn0024644	l(2)k11002	1	E	NULL	flybase
110	7227	FBgn0024645	l(2)k09931	1	E	NULL	flybase
110	7227	FBgn0024648	l(2)k09502	1	E	NULL	flybase
110	7227	FBgn0024649	l(2)k09316	1	E	NULL	flybase
110	7227	FBgn0024650	l(2)k09208	1	E	NULL	flybase
110	7227	FBgn0024651	l(2)k08707	1	E	NULL	flybase
110	7227	FBgn0024652	l(2)k08625	1	E	NULL	flybase
110	7227	FBgn0024653	l(2)k08307	1	E	NULL	flybase
110	7227	FBgn0024654	l(2)k08139	1	E	NULL	flybase
110	7227	FBgn0024655	l(2)k08136	1	E	NULL	flybase
110	7227	FBgn0024656	l(2)k07822	1	E	NULL	flybase
110	7227	FBgn0024657	l(2)k07813	1	E	NULL	flybase
110	7227	FBgn0024658	l(2)k07620	1	E	NULL	flybase
110	7227	FBgn0024659	l(2)k07403	1	E	NULL	flybase
110	7227	FBgn0024660	l(2)k07160	1	E	NULL	flybase
110	7227	FBgn0024661	l(2)k07020	1	E	NULL	flybase
110	7227	FBgn0024662	l(2)k06501	1	E	NULL	flybase
110	7227	FBgn0024663	l(2)k06106	1	E	NULL	flybase
110	7227	FBgn0024664	l(2)k06020	1	E	NULL	flybase
110	7227	FBgn0024665	l(2)k05636	1	E	NULL	flybase
110	7227	FBgn0024666	l(2)k05510	1	E	NULL	flybase
110	7227	FBgn0024667	l(2)k05001	1	E	NULL	flybase
110	7227	FBgn0024668	l(2)k04207	1	E	NULL	flybase
110	7227	FBgn0024669	l(2)k03901	1	E	NULL	flybase
110	7227	FBgn0024671	l(2)k03117	1	E	NULL	flybase
110	7227	FBgn0024672	l(2)k02113	1	E	NULL	flybase
110	7227	FBgn0024673	l(2)k00607	1	E	NULL	flybase
110	7227	FBgn0024674	l(2)k00503	1	E	NULL	flybase
110	7227	FBgn0024675	l(2)k00313	1	E	NULL	flybase
110	7227	FBgn0024676	l(2)k00312	1	E	NULL	flybase
110	7227	FBgn0024684	l(1)HF326	1	E	NULL	flybase
110	7227	FBgn0024685	l(1)DC711	1	E	NULL	flybase
110	7227	FBgn0024686	knax	0	NE	NULL	flybase
110	7227	FBgn0024687	jok	0	NE	NULL	flybase
